"id_ship","local_name_ru","local_name_en","rank","faction_id","faction_name_ru","ship_class_id","ship_class_name_ru","class_name_ru","role_id","role_name_ru","catalog_scope","branch_id","branch_name_ru","tree_tier","tree_row","parent_ship_id","required_technology","hull_id","claudium_loop_id","special_module_id","upgrade_hull_id","upgrade_claudium_loop_id","upgrade_special_module_id","visual_model_id","visual_shape_id","visual_color_hex","cost_currency_item","cost_amount","research_cost_amount","firepower","armor","durability","speed","maneuverability","cargo","cargo_capacity_tons","utility","summary_ru","defense","mobility","stealth","warfare","mining","harvesting","hunting","hacking","salvage","survey","repair","lore_ru"
"wind_houses_torpedo_recon_cruiser_r03","Плавник","Плавник","3","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","3","4","wind_houses_torpedo_recon_cruiser_r02","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","32000","620","34","19","19","66","66","32","276","40","TorpedoReconCruiser R3.","22","68","68","38","","","","8","","38","","Плавник развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. На этом ранге дома уже поправили первые рейсовые недостатки, но корпус все еще остается легким и осторожным. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r04","Маркер","Маркер","4","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","4","4","wind_houses_torpedo_recon_cruiser_r03","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","82000","1800","33","19","19","73","73","35","300","57","TorpedoReconCruiser R4.","24","72","73","45","8","","","12","","48","","Маркер развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. Здесь ветка впервые получает взрослый модульный смысл: больше узлов, больше автоматики и меньше зависимости от ручной погрузки. В характеристиках сейчас сильнее всего видны маскировка и мобильность; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r05","Курсор","Курсор","5","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","5","4","wind_houses_torpedo_recon_cruiser_r04","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","190000","4800","48","32","32","75","75","40","338","57","TorpedoReconCruiser R5.","29","75","66","52","12","","","16","","56","","Курсор развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. Пятый ранг стал ответом на более плотные миссии, где одной скорости уже мало и приходится добавлять устойчивость. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r06","Нырок","Нырок","6","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","6","4","wind_houses_torpedo_recon_cruiser_r05","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","440000","11500","55","37","37","95","95","42","360","70","TorpedoReconCruiser R6.","34","78","70","60","16","","","20","","64","","Нырок развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. Шестой ранг собирает опыт дальних маршрутов: корабль становится менее нервным и лучше держит выбранную роль. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r07","Пеленгатор","Пеленгатор","7","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","7","4","wind_houses_torpedo_recon_cruiser_r06","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","1050000","27000","57","29","29","80","80","46","395","56","TorpedoReconCruiser R7.","36","80","73","66","20","","","22","","70","","Пеленгатор развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. С этого места линия уже не экспериментирует, а оттачивает специализацию под тяжелый ежедневный промысел. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r08","Фантом","Фантом","8","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","8","4","wind_houses_torpedo_recon_cruiser_r07","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","2550000","63000","58","30","30","70","70","51","430","78","TorpedoReconCruiser R8.","38","76","76","72","23","","","24","","74","","Фантом развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. Восьмой ранг добавляет дорогие узлы, которые раньше ставили только на старшие корпуса или штучные машины. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r09","Наводчик","Наводчик","9","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","9","4","wind_houses_torpedo_recon_cruiser_r08","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","5800000","140000","66","35","35","70","70","55","470","78","TorpedoReconCruiser R9.","41","79","82","80","26","","","27","","79","","Наводчик развивает линию «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду. Девятый ранг почти доводит идею до предела T1, оставляя финальному кораблю место для последней сборки. В характеристиках сейчас сильнее всего видны маскировка и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_torpedo_recon_cruiser_r10","Комета","Комета","10","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","torpedo_recon","TorpedoRecon","development","torpedo_recon_cruiser","TorpedoReconCruiser","10","4","wind_houses_torpedo_recon_cruiser_r09","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","13200000","310000","84","35","35","83","83","60","510","78","TorpedoReconCruiser R10.","44","82","86","86","30","","","30","","84","","Комета - финальный T1-образец линии «торпедное наведение»: крейсер, который сначала куполом разбирает цель, а потом отправляет по ней подруливающую воздушную торпеду, доведенный до предела. Сканирование и маскировка важнее прямой защиты, а оружие раскрывается только вместе с разведкой. Поэтому в цифрах первыми читаются маскировка и вооружение, а слабая броня остается сознательной ценой ветровой школы."
"wind_houses_industrial_cruiser_r02","Сачок","Сачок","2","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","2","5","wind_houses_starter","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","12000","180","0","21","21","70","70","39","330","24","IndustrialCruiser R2.","25","62","48","18","32","","","","26","","","Сачок развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. Это ранний серийный шаг после «Ласточки», поэтому он еще прост и не пытается закрыть все задачи сразу. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r03","Трал","Трал","3","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","3","5","wind_houses_industrial_cruiser_r02","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","32000","620","8","20","20","65","65","45","380","25","IndustrialCruiser R3.","27","64","45","21","40","16","","","33","","","Трал развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. На этом ранге дома уже поправили первые рейсовые недостатки, но корпус все еще остается легким и осторожным. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r04","Сбор","Сбор","4","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","4","5","wind_houses_industrial_cruiser_r03","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","82000","1800","10","30","30","63","63","51","430","33","IndustrialCruiser R4.","31","63","49","24","48","24","","","39","10","","Сбор развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. Здесь ветка впервые получает взрослый модульный смысл: больше узлов, больше автоматики и меньше зависимости от ручной погрузки. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r05","Поток","Поток","5","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","5","5","wind_houses_industrial_cruiser_r04","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","190000","4800","19","28","28","68","68","59","500","55","IndustrialCruiser R5.","34","66","54","27","55","32","","","46","14","","Поток развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. Пятый ранг стал ответом на более плотные миссии, где одной скорости уже мало и приходится добавлять устойчивость. В характеристиках сейчас сильнее всего видны мобильность и добыча руды; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r06","Сифон","Сифон","6","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","6","5","wind_houses_industrial_cruiser_r05","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","440000","11500","20","42","42","59","59","66","560","52","IndustrialCruiser R6.","38","61","56","30","62","40","","","52","18","","Сифон развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. Шестой ранг собирает опыт дальних маршрутов: корабль становится менее нервным и лучше держит выбранную роль. В характеристиках сейчас сильнее всего видны добыча руды и мобильность; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r07","Захват","Захват","7","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","7","5","wind_houses_industrial_cruiser_r06","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","1050000","27000","25","37","37","79","79","73","620","60","IndustrialCruiser R7.","41","68","55","32","68","46","","","58","22","","Захват развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. С этого места линия уже не экспериментирует, а оттачивает специализацию под тяжелый ежедневный промысел. В характеристиках сейчас сильнее всего видны добыча руды и мобильность; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r08","Пылесбор","Пылесбор","8","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","8","5","wind_houses_industrial_cruiser_r07","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","2550000","63000","27","42","42","72","72","79","670","61","IndustrialCruiser R8.","43","70","58","34","72","51","","","62","25","","Пылесбор развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. Восьмой ранг добавляет дорогие узлы, которые раньше ставили только на старшие корпуса или штучные машины. В характеристиках сейчас сильнее всего видны добыча руды и мобильность; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r09","Меркурий","Меркурий","9","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","9","5","wind_houses_industrial_cruiser_r08","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","5800000","140000","28","39","39","77","77","84","715","63","IndustrialCruiser R9.","46","69","59","36","76","54","","","66","28","","Меркурий развивает линию «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа. Девятый ранг почти доводит идею до предела T1, оставляя финальному кораблю место для последней сборки. В характеристиках сейчас сильнее всего видны добыча руды и мобильность; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_industrial_cruiser_r10","Магистраль","Магистраль","10","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","industrial","Industrial","development","industrial_cruiser","IndustrialCruiser","10","5","wind_houses_industrial_cruiser_r09","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","13200000","310000","35","39","39","79","79","89","760","74","IndustrialCruiser R10.","48","70","60","38","78","56","","","68","30","","Магистраль - финальный T1-образец линии «универсальный сбор»: промышленный крейсер с магнитами и сифоном, который может закрывать курьерку, руду, облака и часть сальважа, доведенный до предела. Добыча руды и облаков растет вместе с грузом, а вооружение остается умеренным сопровождением. Поэтому в цифрах первыми читаются добыча руды и мобильность, а слабая броня остается сознательной ценой ветровой школы."
"wind_houses_light_interceptor_cruiser_r02","Перехват","Перехват","2","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","2","6","wind_houses_starter","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","12000","180","20","13","13","77","77","26","220","21","LightInterceptorCruiser R2.","16","77","68","36","","","","","","24","","Перехват развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. Это ранний серийный шаг после «Ласточки», поэтому он еще прост и не пытается закрыть все задачи сразу. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r03","Спица","Спица","3","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","3","6","wind_houses_light_interceptor_cruiser_r02","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","32000","620","29","17","17","93","93","29","245","27","LightInterceptorCruiser R3.","18","84","74","42","","","","","","32","","Спица развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. На этом ранге дома уже поправили первые рейсовые недостатки, но корпус все еще остается легким и осторожным. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r04","Клинок","Клинок","4","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","4","6","wind_houses_light_interceptor_cruiser_r03","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","82000","1800","45","18","18","99","99","32","270","33","LightInterceptorCruiser R4.","20","88","78","50","","","","","","40","","Клинок развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. Здесь ветка впервые получает взрослый модульный смысл: больше узлов, больше автоматики и меньше зависимости от ручной погрузки. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r05","Игла","Игла","5","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","5","6","wind_houses_light_interceptor_cruiser_r04","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","190000","4800","43","28","28","94","94","35","300","50","LightInterceptorCruiser R5.","25","91","83","58","","","","","","48","","Игла развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. Пятый ранг стал ответом на более плотные миссии, где одной скорости уже мало и приходится добавлять устойчивость. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r06","Страж","Страж","6","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","6","6","wind_houses_light_interceptor_cruiser_r05","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","440000","11500","64","30","30","83","83","38","320","56","LightInterceptorCruiser R6.","28","86","80","62","","","","","","55","","Страж развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. Шестой ранг собирает опыт дальних маршрутов: корабль становится менее нервным и лучше держит выбранную роль. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r07","Гепард","Гепард","7","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","7","6","wind_houses_light_interceptor_cruiser_r06","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","1050000","27000","57","33","33","99","99","41","345","62","LightInterceptorCruiser R7.","31","92","86","68","","","","","","60","","Гепард развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. С этого места линия уже не экспериментирует, а оттачивает специализацию под тяжелый ежедневный промысел. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r08","Резец","Резец","8","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","8","6","wind_houses_light_interceptor_cruiser_r07","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","2550000","63000","65","36","36","86","86","43","365","56","LightInterceptorCruiser R8.","34","90","82","72","","","","","","63","","Резец развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. Восьмой ранг добавляет дорогие узлы, которые раньше ставили только на старшие корпуса или штучные машины. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r09","Искатель","Искатель","9","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","9","6","wind_houses_light_interceptor_cruiser_r08","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","5800000","140000","76","40","40","77","77","45","380","67","LightInterceptorCruiser R9.","38","94","88","77","","","","","","66","","Искатель развивает линию «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели. Девятый ранг почти доводит идею до предела T1, оставляя финальному кораблю место для последней сборки. В характеристиках сейчас сильнее всего видны мобильность и маскировка; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_light_interceptor_cruiser_r10","Фалькон","Фалькон","10","wind_houses","Ветровые Дома","cruiser","Cruiser","Cruiser","light_interceptor","LightInterceptor","development","light_interceptor_cruiser","LightInterceptorCruiser","10","6","wind_houses_light_interceptor_cruiser_r09","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","13200000","310000","80","40","40","97","97","46","395","67","LightInterceptorCruiser R10.","42","96","92","82","","","","","","70","","Фалькон - финальный T1-образец линии «ПВО и малая цель»: малый крейсер-перехватчик с куполом и ПМК-ракетницами, которые быстро цепляют мелкие цели, доведенный до предела. мобильность, маскировка и сканирование держатся высоко, но корпус остается легким и не любит тяжелую артиллерию. Поэтому в цифрах первыми читаются мобильность и маскировка, а слабая броня остается сознательной ценой ветровой школы."
"wind_houses_repair_battleship_r02","Причал","Причал","2","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","2","7","wind_houses_starter","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","19000","270","33","27","27","36","36","36","2800","27","RepairBattleship R2.","45","36","31","44","","","","","","32","28","Причал развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. Это ранний серийный шаг после «Ласточки», поэтому он еще прост и не пытается закрыть все задачи сразу. В характеристиках сейчас сильнее всего видны живучесть и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r03","Покров","Покров","3","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","3","7","wind_houses_repair_battleship_r02","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","52000","940","37","35","35","34","34","39","3050","32","RepairBattleship R3.","50","38","32","50","","","","","","40","36","Покров развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. На этом ранге дома уже поправили первые рейсовые недостатки, но корпус все еще остается легким и осторожным. В характеристиках сейчас сильнее всего видны живучесть и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r04","Эскорт","Эскорт","4","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","4","7","wind_houses_repair_battleship_r03","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","135000","2800","43","50","50","48","48","42","3300","44","RepairBattleship R4.","56","42","34","58","","","","","","48","44","Эскорт развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. Здесь ветка впервые получает взрослый модульный смысл: больше узлов, больше автоматики и меньше зависимости от ручной погрузки. В характеристиках сейчас сильнее всего видны вооружение и живучесть; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r05","Берег","Берег","5","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","5","7","wind_houses_repair_battleship_r04","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","330000","7600","51","62","62","41","41","45","3500","61","RepairBattleship R5.","62","40","30","62","","","","","","55","52","Берег развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. Пятый ранг стал ответом на более плотные миссии, где одной скорости уже мало и приходится добавлять устойчивость. В характеристиках сейчас сильнее всего видны живучесть и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r06","Патрон","Патрон","6","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","6","7","wind_houses_repair_battleship_r05","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","790000","18500","55","68","68","41","41","47","3700","68","RepairBattleship R6.","68","43","36","68","","","","","","60","60","Патрон развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. Шестой ранг собирает опыт дальних маршрутов: корабль становится менее нервным и лучше держит выбранную роль. В характеристиках сейчас сильнее всего видны живучесть и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r07","Фарос","Фарос","7","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","7","7","wind_houses_repair_battleship_r06","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","1950000","44000","75","75","75","53","53","50","3900","65","RepairBattleship R7.","72","46","38","72","","","","","","64","68","Фарос развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. С этого места линия уже не экспериментирует, а оттачивает специализацию под тяжелый ежедневный промысел. В характеристиках сейчас сильнее всего видны живучесть и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r08","Целитель","Целитель","8","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","8","7","wind_houses_repair_battleship_r07","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","4750000","104000","59","61","61","44","44","52","4050","74","RepairBattleship R8.","75","44","35","74","","","","","","68","74","Целитель развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. Восьмой ранг добавляет дорогие узлы, которые раньше ставили только на старшие корпуса или штучные машины. В характеристиках сейчас сильнее всего видны живучесть и вооружение; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r09","Архонт","Архонт","9","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","9","7","wind_houses_repair_battleship_r08","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","11000000","232000","77","73","73","47","47","54","4180","65","RepairBattleship R9.","78","47","37","78","","","","","","71","80","Архонт развивает линию «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов. Девятый ранг почти доводит идею до предела T1, оставляя финальному кораблю место для последней сборки. В характеристиках сейчас сильнее всего видны ремонт и живучесть; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
"wind_houses_repair_battleship_r10","Маяк","Маяк","10","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","repair","Repair","development","repair_battleship","RepairBattleship","10","7","wind_houses_repair_battleship_r09","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","25500000","520000","77","73","73","48","48","55","4300","80","RepairBattleship R10.","80","48","38","82","","","","","","74","86","Маяк - финальный T1-образец линии «ремонтная поддержка»: линейный корабль поддержки с ремонтными лучами, ракетами, куполом и торпедами без курьерских магнитов, доведенный до предела. Ремонт и обзор растут вместе с линкорной живучестью, а мобильность остается ценой большого корпуса. Поэтому в цифрах первыми читаются ремонт и вооружение, а слабая броня остается сознательной ценой ветровой школы."
"wind_houses_industrial_battleship_r02","Гондола","Гондола","2","wind_houses","Ветровые Дома","battleship","Battleship","Battleship","industrial","Industrial","development","industrial_battleship","IndustrialBattleship","2","8","wind_houses_starter","basic_airship","","","","","","","placeholder_square","square","#1CB7B0","freight","18000","250","0","33","33","47","47","52","4023","29","IndustrialBattleship R2.","42","34","29","","36","18","","","34","","","Гондола развивает линию «все собрать»: огромный промышленный корабль с самыми сильными магнитами Дома Ветров, сифонами, куполом и слабым собственным оружием. Это ранний серийный шаг после «Ласточки», поэтому он еще прост и не пытается закрыть все задачи сразу. В характеристиках сейчас сильнее всего видны живучесть и добыча руды; остальные параметры оставлены скромнее, чтобы корабль не выходил за роль легкого дома курьеров."
