mission_profile,mission_profile_ru,ship_id,local_name_ru,rank,faction_id,faction_name_ru,ship_class_id,role_id,branch_id,primary_activity,primary_activity_ru,primary_activity_score,combat_score,mining_score,gas_score,hunting_score,salvage_score,relic_score,repair_score,courier_score,effectiveness_multiplier,class_income_multiplier,mission_scope,mission_archetype,mission_base_fe,mission_required_power,ship_power_estimate,mission_success_factor,requirement_details,mission_capacity_multiplier,five_sortie_floor_fe,five_sortie_floor_applied,variance_multiplier,gross_total_value_fe,accumulated_total_value_fe,material_value_fe,intangible_value_fe,extraction_intangible_multiplier,extraction_intangible_bonus_fe,destroyed_total_value_fe,destroyed_liquid_fe,extracted_total_value_fe,extracted_liquid_fe,total_value_fe,freight_fe,extracted_freight_fe,resource_fe,profile_currency_fe,reputation_fe,extracted_reputation_fe,info_fe,liquid_fe,base_ship_xp,destroyed_ship_xp,extracted_ship_xp,ship_xp,base_mastery_points,destroyed_mastery_points,extracted_mastery_points,mastery_points,craft_full_eff_fe,craft_raw_fe,buy_estimate_fe,base_sorties,craft_payback_sorties,raw_craft_payback_sorties,buy_payback_sorties,craft_total_value_payback_sorties,raw_craft_total_value_payback_sorties,buy_total_value_payback_sorties,craft_lifetimes_to_payback,raw_craft_lifetimes_to_payback,buy_lifetimes_to_payback,activity_capacity_fe,activity_capacity_note,capacity_target_fe,capacity_vs_material_value,capacity_vs_required_value,capacity_vs_total_value,capacity_vs_liquid_value,capacity_vs_five_sortie_craft_target
elite,Элитная,mist_synod_dome_recon_frigate_r10,Покров,10,mist_synod,Туманный Синод,frigate,dome_recon,dome_recon_frigate,courier,Курьерка,63.02,23.00,0.00,54.00,0.00,0.00,58.80,0.00,63.02,1.1347,0.92,fixed_world_difficulty,elite_courier,1950000.00,7200.00,7119.36,0.6701,cargo 43/75; mobility 92/75; stealth 91/65; defense 25/35; survey 86/30,1.60,0.00,no,0.9841,2003416.11,1342416.38,201362.46,1141053.92,2.00,1141053.92,1141053.92,429573.24,2483470.30,1060508.94,2483470.30,429573.24,859146.48,161089.97,40272.49,563814.88,1127629.76,0.00,1060508.94,11264,11264,22528,22528,18,18,36,36,13480867.00,69247960.00,67404335.00,15,12.71,65.30,63.56,5.43,27.88,27.14,0.85,4.35,4.24,6134668.33,"лимит задается плотностью целей/контрактом, не трюмом",2483470.30,30.47,2.47,2.47,5.78,2.28
elite,Элитная,mist_synod_gas_combine_battleship_r10,Комбинат,10,mist_synod,Туманный Синод,battleship,gas_combine,gas_combine_battleship,gas,Газ,92.00,46.00,48.00,92.00,0.00,0.00,45.60,0.00,63.96,1.2552,1.12,fixed_world_difficulty,elite_gas,1950000.00,7200.00,7332.48,1.0000,harvesting 92/75; cargo 76/60; stealth 66/45; defense 78/30; mobility 38/30,1.60,4425650.80,yes,0.9463,2594353.99,3569073.23,2712495.65,856577.57,2.00,856577.57,856577.57,463979.52,4425650.80,3640454.69,4425650.80,463979.52,927959.04,2355588.33,356907.32,71381.46,142762.93,0.00,3640454.69,25344,25344,50688,50688,24,24,48,48,22128254.00,145351588.00,110641270.00,15,6.08,39.93,30.39,5.00,32.84,25.00,0.41,2.66,2.03,5321280000.00,void_smoke / 5543.0 т конденсата,2712495.65,1961.77,1961.77,1202.37,1461.71,1202.37
elite,Элитная,mist_synod_gunline_cruiser_r10,Пирофор,10,mist_synod,Туманный Синод,cruiser,gunline,gunline_cruiser,combat,Бой,86.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,60.52,1.2204,1.00,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7456.32,1.0000,warfare 86/80; defense 58/55; mobility 63/40; stealth 62/35,1.60,3257382.60,no,0.9656,2298060.49,2298060.49,574515.12,1723545.37,2.00,1723545.37,1723545.37,1011146.61,4021605.85,2596808.35,4021605.85,1011146.61,2022293.23,459612.10,114903.02,68941.81,137883.63,0.00,2596808.35,76032,76032,152064,152064,20,20,40,40,16286913.00,95295880.00,81434565.00,15,6.27,36.70,31.36,4.05,23.70,20.25,0.42,2.45,2.09,10858335.80,"лимит задается плотностью целей/контрактом, не трюмом",4021605.85,18.90,2.70,2.70,4.18,3.33
elite,Элитная,mist_synod_heavy_egg_battleship_r10,Инферно,10,mist_synod,Туманный Синод,battleship,heavy_egg,heavy_egg_battleship,combat,Бой,100.00,100.00,0.00,26.00,0.00,0.00,0.00,0.00,54.98,1.2618,1.12,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7565.76,1.0000,warfare 100/80; defense 80/55; mobility 42/40; stealth 50/35,1.60,4288259.40,no,0.9713,2676786.05,2676786.05,669196.51,2007589.54,2.00,2007589.54,2007589.54,1177785.86,4684375.59,3024768.24,4684375.59,1177785.86,2355571.73,535357.21,133839.30,80303.58,160607.16,0.00,3024768.24,76032,76032,152064,152064,20,20,40,40,21441297.00,139662232.00,107206485.00,15,7.09,46.17,35.44,4.58,29.81,22.89,0.47,3.08,2.36,13303626.68,"лимит задается плотностью целей/контрактом, не трюмом",4684375.59,19.88,2.84,2.84,4.40,3.10
elite,Элитная,mist_synod_repair_cruiser_r10,Амальгама,10,mist_synod,Туманный Синод,cruiser,repair,repair_cruiser,repair,Ремонт,99.00,34.00,0.00,50.00,0.00,0.00,25.20,99.00,68.56,1.2914,1.00,fixed_world_difficulty,elite_repair,1950000.00,7200.00,7248.96,1.0000,repair 99/80; defense 60/60; mobility 60/40; stealth 72/35; cargo 73/25,1.60,3490695.80,no,1.0081,2538698.51,2538698.51,558513.67,1980184.84,2.00,1980184.84,1980184.84,456965.73,4518883.35,1472445.14,4518883.35,456965.73,913931.46,456965.73,101547.94,1167801.31,2335602.63,0.00,1472445.14,14080,14080,28160,28160,28,28,56,56,17453479.00,105963688.00,87267395.00,15,11.85,71.96,59.27,3.86,23.45,19.31,0.79,4.80,3.95,12788439.87,"лимит задается плотностью целей/контрактом, не трюмом",4518883.35,22.90,2.83,2.83,8.69,3.66
elite,Элитная,mist_synod_siphon_scout_frigate_r10,Нимб,10,mist_synod,Туманный Синод,frigate,siphon_scout,siphon_scout_frigate,gas,Газ,68.00,39.00,24.00,68.00,0.00,0.00,22.80,0.00,59.61,1.1490,0.92,fixed_world_difficulty,elite_gas,1950000.00,7200.00,7175.52,0.8812,harvesting 68/75; cargo 41/60; stealth 82/45; defense 27/30; mobility 88/30,1.60,2638673.00,yes,0.9677,1994734.00,2127962.10,1617251.19,510710.90,2.00,510710.90,510710.90,276635.07,2638673.00,2170521.34,2638673.00,276635.07,553270.15,1404454.98,212796.21,42559.24,85118.48,0.00,2170521.34,25344,25344,50688,50688,21,21,42,42,13193365.00,67935304.00,65966825.00,15,6.08,31.30,30.39,5.00,25.75,25.00,0.41,2.09,2.03,46018560.00,void_smoke / 47.9 т конденсата,1617251.19,28.45,28.45,17.44,21.20,17.44
elite,Элитная,mist_synod_toxic_cloud_cruiser_r10,Каустик,10,mist_synod,Туманный Синод,cruiser,toxic_cloud,toxic_cloud_cruiser,combat,Бой,68.00,68.00,0.00,36.00,0.00,0.00,14.40,0.00,65.90,1.1690,1.00,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7378.56,0.9781,warfare 68/80; defense 54/55; mobility 60/40; stealth 84/35,1.60,3468124.60,no,1.0525,2399224.05,2346679.06,586669.77,1760009.30,2.00,1760009.30,1760009.30,1032538.79,4106688.36,2651747.34,4106688.36,1032538.79,2065077.57,469335.81,117333.95,70400.37,140800.74,0.00,2651747.34,76032,76032,152064,152064,20,20,40,40,17340623.00,104636896.00,86703115.00,15,6.54,39.46,32.70,4.22,25.48,21.11,0.44,2.63,2.18,10348854.66,"лимит задается плотностью целей/контрактом, не трюмом",4106688.36,17.64,2.52,2.52,3.90,2.98
elite,Элитная,stone_vault_armored_gun_cruiser_r10,Бастион,10,stone_vault,Каменный Свод,cruiser,armored_gun,armored_gun_cruiser,combat,Бой,94.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00,55.49,1.2325,1.00,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7509.60,1.0000,warfare 94/80; defense 86/55; mobility 32/40; stealth 25/35,1.60,3344535.80,no,1.0214,2454943.85,2454943.85,613735.96,1841207.89,2.00,1841207.89,1841207.89,1080175.30,4296151.74,2774086.55,4296151.74,1080175.30,2160350.59,490988.77,122747.19,73648.32,147296.63,0.00,2774086.55,76032,76032,152064,152064,20,20,40,40,16722679.00,97843648.00,83613395.00,15,6.03,35.27,30.14,3.89,22.77,19.46,0.40,2.35,2.01,11943301.84,"лимит задается плотностью целей/контрактом, не трюмом",4296151.74,19.46,2.78,2.78,4.31,3.57
elite,Элитная,stone_vault_heavy_gun_battleship_r10,Громада,10,stone_vault,Каменный Свод,battleship,heavy_gun,heavy_gun_battleship,combat,Бой,99.00,99.00,0.00,0.00,0.00,0.00,6.00,0.00,41.71,1.2187,1.12,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7549.92,0.9321,warfare 99/80; defense 99/55; mobility 19/40; stealth 12/35,1.60,4229929.80,yes,0.9663,2571929.99,2417102.74,604275.69,1812827.06,2.00,1812827.06,1812827.06,1063525.21,4229929.80,2731326.10,4229929.80,1063525.21,2127050.41,483420.55,120855.14,72513.08,145026.16,0.00,2731326.10,76032,76032,152064,152064,19,19,38,38,21149649.00,137652848.00,105748245.00,15,7.74,50.40,38.72,5.00,32.54,25.00,0.52,3.36,2.58,11970701.33,"лимит задается плотностью целей/контрактом, не трюмом",4229929.80,19.81,2.83,2.83,4.38,2.83
elite,Элитная,stone_vault_magnet_hauler_cruiser_r10,Титанит,10,stone_vault,Каменный Свод,cruiser,magnet_hauler,magnet_hauler_cruiser,mining,Руда,78.00,31.00,78.00,0.00,0.00,48.00,22.80,0.00,63.86,1.1875,1.00,fixed_world_difficulty,elite_ore,1950000.00,7200.00,7201.44,1.0000,mining 78/75; cargo 91/65; defense 80/35; mobility 33/30; stealth 22/25,1.60,3221473.40,yes,0.9998,2315125.77,2597962.42,1974451.44,623510.98,2.00,623510.98,623510.98,363714.74,3221473.40,2701880.92,3221473.40,363714.74,727429.48,1766614.45,207836.99,51959.25,103918.50,0.00,2701880.92,25344,25344,50688,50688,24,24,48,48,16107367.00,94498824.00,80536835.00,15,5.96,34.98,29.81,5.00,29.33,25.00,0.40,2.33,1.99,40036371.27,murky_monazite / 666.4 т сырья,1974451.44,20.28,20.28,12.43,14.82,12.43
elite,Элитная,stone_vault_ore_foundry_battleship_r10,Завод,10,stone_vault,Каменный Свод,battleship,ore_foundry,ore_foundry_battleship,mining,Руда,100.00,48.00,100.00,0.00,0.00,54.00,15.00,0.00,57.79,1.2577,1.12,fixed_world_difficulty,elite_ore,1950000.00,7200.00,7308.00,1.0000,mining 100/75; cargo 89/65; defense 96/35; mobility 17/30; stealth 13/25,1.60,4258424.60,yes,0.9659,2652961.27,3434213.39,2610002.17,824211.21,2.00,824211.21,824211.21,480789.87,4258424.60,3571581.92,4258424.60,480789.87,961579.75,2335265.10,274737.07,68684.27,137368.54,0.00,3571581.92,25344,25344,50688,50688,24,24,48,48,21292123.00,137935508.00,106460615.00,15,5.96,38.62,29.81,5.00,32.39,25.00,0.40,2.57,1.99,763705411.76,royal_vein / 4335.3 т сырья,2610002.17,292.61,292.61,179.34,213.83,179.34
elite,Элитная,stone_vault_ore_tug_frigate_r10,Карьер,10,stone_vault,Каменный Свод,frigate,ore_tug,ore_tug_frigate,courier,Курьерка,63.21,39.00,60.00,0.00,0.00,18.00,0.00,0.00,63.21,1.1196,0.92,fixed_world_difficulty,elite_courier,1950000.00,7200.00,7129.44,0.4439,cargo 85/75; mobility 42/75; stealth 30/65; defense 55/35; survey 0/30,1.60,0.00,no,1.0546,2118210.50,940257.67,141038.65,799219.02,2.00,799219.02,799219.02,300882.46,1739476.70,742803.56,1739476.70,300882.46,601764.91,112830.92,28207.73,394908.22,789816.45,0.00,742803.56,11264,11264,22528,22528,12,12,24,24,13780203.00,74883656.00,68901015.00,15,18.55,100.81,92.76,7.92,43.05,39.61,1.24,6.72,6.18,4300160.35,"лимит задается плотностью целей/контрактом, не трюмом",1739476.70,30.49,2.47,2.47,5.79,1.56
elite,Элитная,stone_vault_refinery_cruiser_r10,Рафинад,10,stone_vault,Каменный Свод,cruiser,refinery,refinery_cruiser,mining,Руда,99.00,32.00,99.00,0.00,0.00,34.00,14.40,0.00,67.70,1.2772,1.00,fixed_world_difficulty,elite_ore,1950000.00,7200.00,7228.80,1.0000,mining 99/75; cargo 100/65; defense 86/35; mobility 30/30; stealth 20/25,1.60,3533264.20,yes,1.0312,2568278.07,2849406.61,2165549.03,683857.59,2.00,683857.59,683857.59,398916.93,3533264.20,2963382.88,3533264.20,398916.93,797833.85,1937596.50,227952.53,56988.13,113976.26,0.00,2963382.88,25344,25344,50688,50688,24,24,48,48,17666321.00,106326428.00,88331605.00,15,5.96,35.88,29.81,5.00,30.09,25.00,0.40,2.39,1.99,96313773.32,royal_vein / 546.7 т сырья,2165549.03,44.48,44.48,27.26,32.50,27.26
elite,Элитная,stone_vault_single_gun_line_frigate_r10,Монолит,10,stone_vault,Каменный Свод,frigate,single_gun_line,single_gun_line_frigate,combat,Бой,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,48.71,1.1036,0.92,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7267.68,0.8709,warfare 66/80; defense 58/55; mobility 43/40; stealth 31/35,1.60,2698728.00,no,0.9804,1941084.58,1690485.29,422621.32,1267863.97,2.00,1267863.97,1267863.97,743813.53,2958349.26,1910248.38,2958349.26,743813.53,1487627.06,338097.06,84524.26,50714.56,101429.12,0.00,1910248.38,76032,76032,152064,152064,17,17,34,34,13493640.00,71443620.00,67468200.00,15,7.06,37.40,35.32,4.56,24.15,22.81,0.47,2.49,2.35,7395873.14,"лимит задается плотностью целей/контрактом, не трюмом",2958349.26,17.50,2.50,2.50,3.87,2.74
elite,Элитная,wind_houses_cargo_frigate_r10,Вьюнок,10,wind_houses,Ветровые Дома,frigate,cargo,cargo_frigate,courier,Курьерка,69.81,22.00,48.00,0.00,0.00,58.00,8.40,0.00,69.81,1.1599,0.92,fixed_world_difficulty,elite_courier,1950000.00,7200.00,7084.80,0.9526,cargo 62/75; mobility 89/75; stealth 76/65; defense 25/35; survey 14/30,1.60,2642223.80,no,0.9730,2024603.27,1928679.01,289301.85,1639377.16,2.00,1639377.16,1639377.16,617177.28,3568056.17,1523656.42,3568056.17,617177.28,1234354.57,231441.48,57860.37,810045.18,1620090.37,0.00,1523656.42,11264,11264,22528,22528,26,26,52,52,13211119.00,69154220.00,66055595.00,15,8.67,45.39,43.35,3.70,19.38,18.51,0.58,3.03,2.89,9056083.37,"лимит задается плотностью целей/контрактом, не трюмом",3568056.17,31.30,2.54,2.54,5.94,3.43
elite,Элитная,wind_houses_combat_cruiser_r10,Циклон,10,wind_houses,Ветровые Дома,cruiser,combat,combat_cruiser,combat,Бой,92.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,58.25,1.2387,1.00,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7502.40,1.0000,warfare 92/80; defense 55/55; mobility 78/40; stealth 58/35,1.60,3336613.60,no,0.9964,2406870.45,2406870.45,601717.61,1805152.84,2.00,1805152.84,1805152.84,1059023.00,4212023.29,2719763.61,4212023.29,1059023.00,2118046.00,481374.09,120343.52,72206.11,144412.23,0.00,2719763.61,76032,76032,152064,152064,20,20,40,40,16683068.00,96718832.00,83415340.00,15,6.13,35.56,30.67,3.96,22.96,19.80,0.41,2.37,2.04,11625184.27,"лимит задается плотностью целей/контрактом, не трюмом",4212023.29,19.32,2.76,2.76,4.27,3.48
elite,Элитная,wind_houses_combat_frigate_r10,Шторм,10,wind_houses,Ветровые Дома,frigate,combat,combat_frigate,combat,Бой,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,60.30,1.1763,0.92,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7344.00,0.7915,warfare 74/80; defense 24/55; mobility 96/40; stealth 90/35,1.60,0.00,no,1.0435,2202158.55,1743072.19,435768.05,1307304.14,2.00,1307304.14,1307304.14,766951.76,3050376.33,1969671.57,3050376.33,766951.76,1533903.53,348614.44,87153.61,52292.17,104584.33,0.00,1969671.57,76032,76032,152064,152064,16,16,32,32,14155927.00,74983512.00,70779635.00,15,7.19,38.07,35.93,4.64,24.58,23.20,0.48,2.54,2.40,7869970.93,"лимит задается плотностью целей/контрактом, не трюмом",3050376.33,18.06,2.58,2.58,4.00,2.78
elite,Элитная,wind_houses_industrial_battleship_r10,Монсун,10,wind_houses,Ветровые Дома,battleship,industrial,industrial_battleship,salvage,Сальваж,99.00,38.00,94.00,84.00,0.00,99.00,33.60,0.00,67.43,1.3180,1.12,fixed_world_difficulty,elite_salvage,1950000.00,7200.00,7261.92,1.0000,salvage 99/75; warfare 38/50; defense 76/45; cargo 88/55; survey 56/35,1.60,4696906.40,yes,1.0388,2990169.96,3558262.42,2419618.45,1138643.98,2.00,1138643.98,1138643.98,640487.24,4696906.40,3700592.92,4696906.40,640487.24,1280974.47,1992626.96,426991.49,71165.25,142330.50,0.00,3700592.92,30976,30976,61952,61952,25,25,50,50,23484532.00,156381592.00,117422660.00,15,6.35,42.26,31.73,5.00,33.29,25.00,0.42,2.82,2.12,25038720000.00,точные узлы автоматонов / 6520.5 т,2419618.45,10348.21,10348.21,5330.90,6766.14,5330.90
elite,Элитная,wind_houses_industrial_cruiser_r10,Магистраль,10,wind_houses,Ветровые Дома,cruiser,industrial,industrial_cruiser,mining,Руда,78.00,38.00,78.00,56.00,0.00,68.00,18.00,0.00,77.28,1.2247,1.00,fixed_world_difficulty,elite_ore,1950000.00,7200.00,7208.64,1.0000,mining 78/75; cargo 89/65; defense 48/35; mobility 70/30; stealth 60/25,1.60,3571299.80,yes,1.0418,2488147.36,2880080.48,2188861.17,691219.32,2.00,691219.32,691219.32,403211.27,3571299.80,2995283.70,3571299.80,403211.27,806422.54,1958454.73,230406.44,57601.61,115203.22,0.00,2995283.70,25344,25344,50688,50688,24,24,48,48,17856499.00,109924544.00,89282495.00,15,5.96,36.70,29.81,5.00,30.78,25.00,0.40,2.45,1.99,41681701.60,murky_monazite / 693.8 т сырья,2188861.17,19.04,19.04,11.67,13.92,11.67
elite,Элитная,wind_houses_light_interceptor_cruiser_r10,Фалькон,10,wind_houses,Ветровые Дома,cruiser,light_interceptor,light_interceptor_cruiser,combat,Бой,82.00,82.00,0.00,0.00,0.00,0.00,42.00,0.00,66.70,1.2292,1.00,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7485.12,1.0000,warfare 82/80; defense 42/55; mobility 96/40; stealth 92/35,1.60,3360920.60,no,0.9586,2297681.38,2297681.38,574420.34,1723261.03,2.00,1723261.03,1723261.03,1010979.81,4020942.41,2596379.96,4020942.41,1010979.81,2021959.61,459536.28,114884.07,68930.44,137860.88,0.00,2596379.96,76032,76032,152064,152064,20,20,40,40,16804603.00,95150300.00,84023015.00,15,6.47,36.65,32.36,4.18,23.66,20.90,0.43,2.44,2.16,10695706.82,"лимит задается плотностью целей/контрактом, не трюмом",4020942.41,18.62,2.66,2.66,4.12,3.18
elite,Элитная,wind_houses_light_research_frigate_r10,Зефир,10,wind_houses,Ветровые Дома,frigate,light_research,light_research_frigate,courier,Курьерка,62.64,26.00,0.00,0.00,0.00,0.00,57.20,0.00,62.64,1.1302,0.92,fixed_world_difficulty,elite_courier,1950000.00,7200.00,7117.92,0.6114,cargo 41/75; mobility 94/75; stealth 93/65; defense 21/35; survey 86/30,1.60,0.00,no,0.9702,1967125.98,1202667.71,180400.16,1022267.55,2.00,1022267.55,1022267.55,384853.67,2224935.26,950107.49,2224935.26,384853.67,769707.33,144320.13,36080.03,505120.44,1010240.88,0.00,950107.49,11264,11264,22528,22528,17,17,34,34,13335721.00,66209988.00,66678605.00,15,14.04,69.69,70.18,5.99,29.76,29.97,0.94,4.65,4.68,5487580.33,"лимит задается плотностью целей/контрактом, не трюмом",2224935.26,30.42,2.47,2.47,5.78,2.06
elite,Элитная,wind_houses_repair_battleship_r10,Маяк,10,wind_houses,Ветровые Дома,battleship,repair,repair_battleship,repair,Ремонт,86.00,82.00,0.00,0.00,0.00,0.00,44.40,86.00,51.74,1.2410,1.12,fixed_world_difficulty,elite_repair,1950000.00,7200.00,7488.00,1.0000,repair 86/80; defense 80/60; mobility 48/40; stealth 38/35; cargo 55/25,1.60,4419973.60,no,0.9700,2629100.94,2629100.94,578402.21,2050698.74,2.00,2050698.74,2050698.74,473238.17,4679799.68,1524878.55,4679799.68,473238.17,946476.34,473238.17,105164.04,1209386.43,2418772.87,0.00,1524878.55,14080,14080,28160,28160,28,28,56,56,22099868.00,146064216.00,110499340.00,15,14.49,95.79,72.46,4.72,31.21,23.61,0.97,6.39,4.83,12635459.14,"лимит задается плотностью целей/контрактом, не трюмом",4679799.68,21.85,2.70,2.70,8.29,2.86
elite,Элитная,wind_houses_torpedo_recon_cruiser_r10,Комета,10,wind_houses,Ветровые Дома,cruiser,torpedo_recon,torpedo_recon_cruiser,combat,Бой,86.00,86.00,30.00,0.00,0.00,0.00,50.40,0.00,69.26,1.2462,1.00,fixed_world_difficulty,elite_combat,1950000.00,7200.00,7464.96,1.0000,warfare 86/80; defense 44/55; mobility 82/40; stealth 86/35,1.60,3397990.60,no,1.0213,2481739.01,2481739.01,620434.75,1861304.26,2.00,1861304.26,1861304.26,1091965.17,4343043.27,2804365.09,4343043.27,1091965.17,2183930.33,496347.80,124086.95,74452.17,148904.34,0.00,2804365.09,76032,76032,152064,152064,20,20,40,40,16989953.00,97005200.00,84949765.00,15,6.06,34.59,30.29,3.91,22.34,19.56,0.40,2.31,2.02,11726216.84,"лимит задается плотностью целей/контрактом, не трюмом",4343043.27,18.90,2.70,2.70,4.18,3.45
