recipe_id,ship_id,local_name_ru,rank,faction_id,faction_name_ru,ship_class_id,ship_class_name_ru,role_id,role_name_ru,branch_id,craft_layer,producer_building_id,base_time_min_level5_yard1,time_min_level5_yard30,required_license_item_id,required_license_amount,input_ids_level5,input_amounts_level5,target_material_fe_level5,notes_ru
craft_wind_houses_combat_frigate_r10,wind_houses_combat_frigate_r10,Шторм,10,wind_houses,Ветровые Дома,frigate,Frigate,combat,Combat,combat_frigate,faction_flagship_license,frigate_yard,900.00,600.00,wind_houses_flagship_license,1,propulsion_block;power_block;instrument_block;weapon_block;defense_block;cargo_block;actuator;deck_section;gyroscope;engine;steel;bulkhead;cowling;elektron;plating;hatch,11;10;6;7;10;8;66;362;39;39;5924;307;264;3298;260;229,8609772.39,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r02,wind_houses_cargo_frigate_r02,Узел,2,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,raw_resources,frigate_yard,1.60,1.07,,0,magnesium;iron;claudium;calcite;aerosil;quartz;charcoal;copper,35;64;4;11;21;12;27;8,4900.76,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r03,wind_houses_cargo_frigate_r03,Сумка,3,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,raw_resources,frigate_yard,3.75,2.50,,0,magnesium;iron;calcite;claudium;aerosil;quartz;charcoal;copper,86;158;29;9;49;29;73;20,12059.60,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r04,wind_houses_cargo_frigate_r04,Курьер,4,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,prepared_materials,frigate_yard,9.00,6.00,,0,elektron;steel;siloxane;orkit;resin;invar;brass;aramid;rubber;textolite,87;113;28;15;20;11;28;9;9;6,29553.86,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r05,wind_houses_cargo_frigate_r05,Подхват,5,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,prepared_materials,frigate_yard,22.50,15.00,,0,elektron;steel;siloxane;orkit;resin;invar;brass;rubber;aramid;textolite,229;305;71;40;51;30;77;24;23;15,78516.21,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r06,wind_houses_cargo_frigate_r06,Почтарь,6,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,hull_and_machine_parts,frigate_yard,60.00,40.00,,0,bulkhead;actuator;engine;deck_section;cowling;transmission;plating;hatch;beam;gyroscope;airlock;elektron,26;4;3;21;17;2;16;14;21;2;9;113,206477.40,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r07,wind_houses_cargo_frigate_r07,Стропа,7,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,hull_and_machine_parts,frigate_yard,135.00,90.00,,0,actuator;bulkhead;engine;deck_section;cowling;transmission;beam;hatch;plating;gyroscope;airlock;sensor,10;60;6;49;37;5;48;32;35;4;22;3,473875.63,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r08,wind_houses_cargo_frigate_r08,Карабин,8,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,ship_blocks,frigate_yard,270.00,180.00,,0,propulsion_block;cargo_block;power_block;instrument_block;industry_block;defense_block;actuator;bulkhead;engine;deck_section;cowling;transmission;beam;hatch,2;2;1;1;1;1;10;62;6;50;37;5;49;33,1213785.10,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r09,wind_houses_cargo_frigate_r09,Экспресс,9,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,ship_blocks,frigate_yard,495.00,330.00,,0,propulsion_block;cargo_block;power_block;instrument_block;industry_block;defense_block;actuator;bulkhead;engine;hangar_block;deck_section;cowling;transmission;hatch,5;6;3;2;1;3;22;131;12;1;105;78;10;70,3023440.36,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_cargo_frigate_r10,wind_houses_cargo_frigate_r10,Вьюнок,10,wind_houses,Ветровые Дома,frigate,Frigate,cargo,Cargo,cargo_frigate,faction_flagship_license,frigate_yard,900.00,600.00,wind_houses_flagship_license,1,propulsion_block;cargo_block;power_block;instrument_block;industry_block;defense_block;actuator;bulkhead;engine;deck_section;elektron;steel;cowling;hangar_block;hatch;beam,10;13;8;5;3;6;62;373;34;298;3297;4876;222;1;199;289,7584268.97,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r02,wind_houses_light_research_frigate_r02,Блик,2,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,raw_resources,frigate_yard,1.60,1.07,,0,magnesium;iron;quartz;claudium;copper;aerosil;ionide;calcite,33;45;26;4;16;24;1;7,5063.71,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r03,wind_houses_light_research_frigate_r03,Линза,3,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,raw_resources,frigate_yard,3.75,2.50,,0,magnesium;iron;quartz;copper;claudium;aerosil;ionide;calcite,83;113;69;44;11;59;4;17,13040.23,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r04,wind_houses_light_research_frigate_r04,Эхо,4,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,prepared_materials,frigate_yard,9.00,6.00,,0,elektron;invar;steel;siloxane;orkit;textolite;melchior;glass_ceramic;resin;aramid,80;21;78;32;16;11;17;26;15;9,31962.70,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r05,wind_houses_light_research_frigate_r05,Искра,5,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,prepared_materials,frigate_yard,22.50,15.00,,0,elektron;invar;steel;siloxane;orkit;textolite;melchior;glass_ceramic;resin;aramid,190;53;188;74;39;28;44;67;36;22,78050.85,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r06,wind_houses_light_research_frigate_r06,Нить,6,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,hull_and_machine_parts,frigate_yard,60.00,40.00,,0,sensor;cowling;gyroscope;engine;transmission;plating;actuator;calculator;bulkhead;deck_section;beam;hatch,4;24;3;3;2;17;3;1;14;13;16;8,207517.08,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r07,wind_houses_light_research_frigate_r07,Сфера,7,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,hull_and_machine_parts,frigate_yard,135.00,90.00,,0,sensor;cowling;gyroscope;engine;plating;transmission;actuator;calculator;bulkhead;deck_section;beam;hatch,10;56;7;6;39;5;6;3;34;32;36;19,489545.79,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r08,wind_houses_light_research_frigate_r08,Купол,8,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,ship_blocks,frigate_yard,270.00,180.00,,0,propulsion_block;instrument_block;power_block;cargo_block;sensor;cowling;defense_block;gyroscope;engine;hangar_block;calculator;actuator;plating;transmission,2;2;1;1;11;58;1;7;6;1;4;7;40;5,1314670.44,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r09,wind_houses_light_research_frigate_r09,Призма,9,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,ship_blocks,frigate_yard,495.00,330.00,,0,propulsion_block;instrument_block;power_block;cargo_block;defense_block;sensor;cowling;hangar_block;gyroscope;engine;calculator;actuator;plating;transmission,6;5;3;3;2;23;121;1;15;13;8;14;83;10,3221784.60,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_research_frigate_r10,wind_houses_light_research_frigate_r10,Зефир,10,wind_houses,Ветровые Дома,frigate,Frigate,light_research,LightResearch,light_research_frigate,faction_flagship_license,frigate_yard,900.00,600.00,wind_houses_flagship_license,1,instrument_block;propulsion_block;power_block;cargo_block;sensor;cowling;defense_block;gyroscope;engine;hangar_block;calculator;elektron;actuator;plating;transmission;bulkhead,11;12;7;7;63;333;5;40;35;1;22;2981;39;226;28;209,7793953.10,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r02,wind_houses_combat_cruiser_r02,Налет,2,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,raw_resources,cruiser_yard,1.60,1.07,,0,iron;magnesium;charcoal;copper;calcite;claudium;aerosil;quartz,96;36;86;28;18;4;22;12,7087.76,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r03,wind_houses_combat_cruiser_r03,Буревей,3,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,raw_resources,cruiser_yard,3.75,2.50,,0,iron;magnesium;charcoal;copper;calcite;claudium;aerosil;quartz,244;92;216;71;46;11;57;31,18000.26,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r04,wind_houses_combat_cruiser_r04,Раскат,4,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,prepared_materials,cruiser_yard,9.00,6.00,,0,steel;elektron;bulat;brass;siloxane;aramid;orkit;resin;invar;bakelite,236;92;20;54;33;19;18;21;11;28,45723.90,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r05,wind_houses_combat_cruiser_r05,Шквальный,5,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,prepared_materials,cruiser_yard,22.50,15.00,,0,steel;elektron;bulat;brass;siloxane;orkit;aramid;resin;invar;bakelite,537;213;45;121;72;42;43;48;26;65,104046.80,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r06,wind_houses_combat_cruiser_r06,Гроза,6,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,hull_and_machine_parts,cruiser_yard,60.00,40.00,,0,bulkhead;deck_section;actuator;armor_plate;hatch;gyroscope;engine;plating;beam;cowling;transmission;steel,35;35;5;12;23;3;3;23;28;18;2;287,290060.36,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r07,wind_houses_combat_cruiser_r07,Ракетник,7,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,hull_and_machine_parts,cruiser_yard,135.00,90.00,,0,bulkhead;deck_section;actuator;armor_plate;hatch;gyroscope;engine;plating;beam;cowling;transmission;steel,83;84;13;29;56;7;6;52;65;40;5;511,676077.58,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r08,wind_houses_combat_cruiser_r08,Смерч,8,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,ship_blocks,cruiser_yard,270.00,180.00,,0,propulsion_block;power_block;defense_block;weapon_block;instrument_block;cargo_block;bulkhead;deck_section;actuator;armor_plate;hatch;gyroscope;engine;plating,2;2;3;2;1;2;84;85;13;31;57;7;6;51,1750733.25,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r09,wind_houses_combat_cruiser_r09,Ураган,9,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,ship_blocks,cruiser_yard,495.00,330.00,,0,propulsion_block;power_block;defense_block;weapon_block;instrument_block;cargo_block;bulkhead;deck_section;actuator;armor_plate;hatch;gyroscope;steel;engine,6;6;9;5;4;5;191;195;30;71;131;17;2359;15,4702695.26,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_combat_cruiser_r10,wind_houses_combat_cruiser_r10,Циклон,10,wind_houses,Ветровые Дома,cruiser,Cruiser,combat,Combat,combat_cruiser,faction_flagship_license,cruiser_yard,900.00,600.00,wind_houses_flagship_license,1,propulsion_block;power_block;defense_block;weapon_block;instrument_block;cargo_block;bulkhead;steel;deck_section;actuator;armor_plate;hatch;gyroscope;engine;plating;beam,12;12;18;10;7;10;512;9278;521;80;194;351;44;38;298;370,11105543.87,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r02,wind_houses_torpedo_recon_cruiser_r02,Клин,2,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,raw_resources,cruiser_yard,1.60,1.07,,0,magnesium;iron;copper;quartz;charcoal;claudium;aerosil;calcite,36;72;32;29;68;4;24;12,6841.61,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r03,wind_houses_torpedo_recon_cruiser_r03,Плавник,3,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,raw_resources,cruiser_yard,3.75,2.50,,0,magnesium;iron;copper;quartz;charcoal;claudium;aerosil;calcite,84;166;78;73;158;10;55;28,16183.77,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r04,wind_houses_torpedo_recon_cruiser_r04,Маркер,4,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,prepared_materials,cruiser_yard,9.00,6.00,,0,steel;elektron;invar;siloxane;glass_ceramic;textolite;bulat;melchior;aramid;orkit,168;90;25;34;43;14;13;22;18;17,44627.56,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r05,wind_houses_torpedo_recon_cruiser_r05,Курсор,5,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,prepared_materials,cruiser_yard,22.50,15.00,,0,steel;elektron;invar;glass_ceramic;siloxane;bulat;textolite;melchior;aramid;orkit,384;196;58;99;72;30;30;51;40;38,100377.59,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r06,wind_houses_torpedo_recon_cruiser_r06,Нырок,6,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,hull_and_machine_parts,cruiser_yard,60.00,40.00,,0,gyroscope;sensor;actuator;cowling;deck_section;bulkhead;calculator;engine;plating;hatch;beam;transmission,4;5;5;25;27;25;2;3;20;17;25;2,286349.90,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r07,wind_houses_torpedo_recon_cruiser_r07,Пеленгатор,7,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,hull_and_machine_parts,cruiser_yard,135.00,90.00,,0,gyroscope;sensor;actuator;cowling;deck_section;bulkhead;calculator;engine;plating;hatch;beam;transmission,9;12;12;60;67;63;5;6;48;42;60;6,700525.18,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r08,wind_houses_torpedo_recon_cruiser_r08,Фантом,8,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,ship_blocks,cruiser_yard,270.00,180.00,,0,instrument_block;propulsion_block;power_block;cargo_block;weapon_block;defense_block;gyroscope;sensor;actuator;cowling;deck_section;bulkhead;calculator;industry_block,2;2;2;2;1;2;9;12;12;59;68;63;5;1,1794574.65,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r09,wind_houses_torpedo_recon_cruiser_r09,Наводчик,9,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,ship_blocks,cruiser_yard,495.00,330.00,,0,instrument_block;propulsion_block;power_block;weapon_block;cargo_block;defense_block;gyroscope;sensor;industry_block;actuator;cowling;deck_section;hangar_block;bulkhead,6;6;4;3;5;5;19;25;1;25;122;140;1;132,4429695.08,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_torpedo_recon_cruiser_r10,wind_houses_torpedo_recon_cruiser_r10,Комета,10,wind_houses,Ветровые Дома,cruiser,Cruiser,torpedo_recon,TorpedoRecon,torpedo_recon_cruiser,faction_flagship_license,cruiser_yard,900.00,600.00,wind_houses_flagship_license,1,instrument_block;propulsion_block;power_block;cargo_block;weapon_block;defense_block;sensor;gyroscope;actuator;cowling;deck_section;bulkhead;steel;industry_block;calculator;engine,14;14;10;11;8;11;73;56;75;358;414;393;7046;2;31;36,11354188.24,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r02,wind_houses_industrial_cruiser_r02,Сачок,2,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,raw_resources,cruiser_yard,1.60,1.07,,0,iron;magnesium;calcite;charcoal;aerosil;quartz;claudium;copper,115;40;23;79;27;17;4;15,7585.52,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r03,wind_houses_industrial_cruiser_r03,Трал,3,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,raw_resources,cruiser_yard,3.75,2.50,,0,iron;magnesium;calcite;charcoal;aerosil;quartz;claudium;copper,270;93;56;189;67;40;9;35,17912.54,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r04,wind_houses_industrial_cruiser_r04,Сбор,4,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,prepared_materials,cruiser_yard,9.00,6.00,,0,steel;elektron;resin;rubber;siloxane;brass;invar;orkit;bulat;iron,215;88;38;23;34;51;14;15;10;115,44239.60,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r05,wind_houses_industrial_cruiser_r05,Поток,5,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,prepared_materials,cruiser_yard,22.50,15.00,,0,steel;elektron;resin;rubber;siloxane;brass;invar;bulat;orkit;textolite,565;230;101;62;90;135;39;27;38;22,116754.72,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r06,wind_houses_industrial_cruiser_r06,Сифон,6,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,hull_and_machine_parts,cruiser_yard,60.00,40.00,,0,bulkhead;actuator;beam;deck_section;pump;airlock;cowling;hatch;plating;engine;sensor;gyroscope,41;5;38;27;5;17;19;18;18;2;3;2,279333.14,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r07,wind_houses_industrial_cruiser_r07,Захват,7,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,hull_and_machine_parts,cruiser_yard,135.00,90.00,,0,bulkhead;actuator;beam;pump;deck_section;airlock;cowling;hatch;engine;sensor;plating;gyroscope,106;14;94;12;69;45;48;47;5;7;45;5,718037.74,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r08,wind_houses_industrial_cruiser_r08,Пылесбор,8,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,ship_blocks,cruiser_yard,270.00,180.00,,0,cargo_block;industry_block;propulsion_block;power_block;instrument_block;defense_block;bulkhead;actuator;beam;pump;airlock;deck_section;hangar_block;cowling,4;1;2;2;1;2;98;13;86;11;42;63;1;45,1797568.74,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r09,wind_houses_industrial_cruiser_r09,Меркурий,9,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,ship_blocks,cruiser_yard,495.00,330.00,,0,cargo_block;industry_block;propulsion_block;power_block;instrument_block;defense_block;bulkhead;actuator;hangar_block;beam;pump;airlock;deck_section;cowling,10;4;5;5;4;5;215;29;1;186;25;93;139;98,4669468.82,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_industrial_cruiser_r10,wind_houses_industrial_cruiser_r10,Магистраль,10,wind_houses,Ветровые Дома,cruiser,Cruiser,industrial,Industrial,industrial_cruiser,faction_flagship_license,cruiser_yard,900.00,600.00,wind_houses_flagship_license,1,cargo_block;industry_block;propulsion_block;power_block;instrument_block;defense_block;bulkhead;actuator;steel;beam;pump;airlock;deck_section;hangar_block;cowling;hatch,23;9;10;11;8;11;648;88;8723;552;75;282;418;2;294;290,12244920.13,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r02,wind_houses_light_interceptor_cruiser_r02,Перехват,2,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,raw_resources,cruiser_yard,1.60,1.07,,0,magnesium;iron;quartz;copper;claudium;aerosil;charcoal;calcite,39;72;30;25;5;26;49;11,6675.51,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r03,wind_houses_light_interceptor_cruiser_r03,Спица,3,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,raw_resources,cruiser_yard,3.75,2.50,,0,magnesium;iron;quartz;copper;claudium;aerosil;charcoal;calcite,105;190;82;70;13;71;132;31,18078.77,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r04,wind_houses_light_interceptor_cruiser_r04,Клинок,4,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,prepared_materials,cruiser_yard,9.00,6.00,,0,elektron;steel;invar;siloxane;orkit;textolite;glass_ceramic;melchior;aramid;resin,102;149;25;39;20;13;37;20;14;21,43234.92,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r05,wind_houses_light_interceptor_cruiser_r05,Игла,5,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,prepared_materials,cruiser_yard,22.50,15.00,,0,elektron;steel;invar;siloxane;orkit;textolite;glass_ceramic;melchior;aramid;resin,269;404;68;103;53;36;103;55;39;56,115964.71,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r06,wind_houses_light_interceptor_cruiser_r06,Страж,6,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,hull_and_machine_parts,cruiser_yard,60.00,40.00,,0,gyroscope;cowling;sensor;engine;actuator;bulkhead;deck_section;plating;transmission;calculator;beam;hatch,4;27;5;3;4;25;25;23;2;2;25;15,279548.00,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r07,wind_houses_light_interceptor_cruiser_r07,Гепард,7,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,hull_and_machine_parts,cruiser_yard,135.00,90.00,,0,gyroscope;cowling;sensor;engine;actuator;bulkhead;deck_section;plating;transmission;calculator;beam;hatch,9;67;11;8;10;61;60;55;6;4;58;38,684486.91,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r08,wind_houses_light_interceptor_cruiser_r08,Резец,8,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,ship_blocks,cruiser_yard,270.00,180.00,,0,propulsion_block;instrument_block;power_block;cargo_block;defense_block;weapon_block;gyroscope;sensor;cowling;engine;actuator;bulkhead;deck_section;plating,3;2;2;2;2;1;9;12;69;8;11;65;65;57,1826819.67,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r09,wind_houses_light_interceptor_cruiser_r09,Искатель,9,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,ship_blocks,cruiser_yard,495.00,330.00,,0,propulsion_block;instrument_block;power_block;defense_block;cargo_block;weapon_block;gyroscope;sensor;cowling;actuator;engine;bulkhead;deck_section;hangar_block,8;7;5;5;5;2;21;26;152;24;17;144;142;1,4728328.06,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_light_interceptor_cruiser_r10,wind_houses_light_interceptor_cruiser_r10,Фалькон,10,wind_houses,Ветровые Дома,cruiser,Cruiser,light_interceptor,LightInterceptor,light_interceptor_cruiser,faction_flagship_license,cruiser_yard,900.00,600.00,wind_houses_flagship_license,1,propulsion_block;instrument_block;power_block;defense_block;cargo_block;weapon_block;gyroscope;sensor;cowling;actuator;engine;bulkhead;deck_section;steel;plating;elektron,16;14;11;11;10;5;55;71;408;64;45;386;380;6474;330;3931,11101413.25,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_repair_battleship_r02,wind_houses_repair_battleship_r02,Причал,2,wind_houses,Ветровые Дома,battleship,Battleship,repair,Repair,repair_battleship,raw_resources,battleship_yard,1.60,1.07,,0,iron;magnesium;calcite;copper;sylvine;charcoal;quartz;acid,173;50;37;25;14;64;16;3,10009.22,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_repair_battleship_r03,wind_houses_repair_battleship_r03,Покров,3,wind_houses,Ветровые Дома,battleship,Battleship,repair,Repair,repair_battleship,raw_resources,battleship_yard,3.75,2.50,,0,iron;magnesium;calcite;copper;sylvine;charcoal;quartz;acid,465;135;99;69;40;169;45;7,27026.49,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_repair_battleship_r04,wind_houses_repair_battleship_r04,Эскорт,4,wind_houses,Ветровые Дома,battleship,Battleship,repair,Repair,repair_battleship,prepared_materials,battleship_yard,9.00,6.00,,0,steel;elektron;rubber;resin;brass;bulat;iron;siloxane;glass_ceramic;invar,339;134;46;59;83;17;179;31;36;15,66395.44,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_repair_battleship_r05,wind_houses_repair_battleship_r05,Берег,5,wind_houses,Ветровые Дома,battleship,Battleship,repair,Repair,repair_battleship,prepared_materials,battleship_yard,22.50,15.00,,0,steel;elektron;rubber;resin;brass;bulat;siloxane;glass_ceramic;invar;iron,914;356;124;159;223;47;78;99;41;322,175395.02,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
craft_wind_houses_repair_battleship_r06,wind_houses_repair_battleship_r06,Патрон,6,wind_houses,Ветровые Дома,battleship,Battleship,repair,Repair,repair_battleship,hull_and_machine_parts,battleship_yard,60.00,40.00,,0,bulkhead;deck_section;hatch;airlock;pump;actuator;sensor;armor_plate;steel;gyroscope;calculator;beam,71;61;45;28;7;6;5;12;401;2;2;24,415956.54,"Автосборка по рангу, классу, фракции, роли и характеристикам корабля."
