mission_profile,mission_profile_ru,ship_id,local_name_ru,rank,faction_id,faction_name_ru,ship_class_id,role_id,branch_id,primary_activity,primary_activity_ru,primary_activity_score,combat_score,mining_score,gas_score,hunting_score,salvage_score,relic_score,repair_score,courier_score,effectiveness_multiplier,class_income_multiplier,mission_scope,mission_archetype,mission_base_fe,mission_required_power,ship_power_estimate,mission_success_factor,requirement_details,mission_capacity_multiplier,five_sortie_floor_fe,five_sortie_floor_applied,variance_multiplier,gross_total_value_fe,accumulated_total_value_fe,material_value_fe,intangible_value_fe,extraction_intangible_multiplier,extraction_intangible_bonus_fe,destroyed_total_value_fe,destroyed_liquid_fe,extracted_total_value_fe,extracted_liquid_fe,total_value_fe,freight_fe,extracted_freight_fe,resource_fe,profile_currency_fe,reputation_fe,extracted_reputation_fe,info_fe,liquid_fe,base_ship_xp,destroyed_ship_xp,extracted_ship_xp,ship_xp,base_mastery_points,destroyed_mastery_points,extracted_mastery_points,mastery_points,craft_full_eff_fe,craft_raw_fe,buy_estimate_fe,base_sorties,craft_payback_sorties,raw_craft_payback_sorties,buy_payback_sorties,craft_total_value_payback_sorties,raw_craft_total_value_payback_sorties,buy_total_value_payback_sorties,craft_lifetimes_to_payback,raw_craft_lifetimes_to_payback,buy_lifetimes_to_payback,activity_capacity_fe,activity_capacity_note,capacity_target_fe,capacity_vs_material_value,capacity_vs_required_value,capacity_vs_total_value,capacity_vs_liquid_value,capacity_vs_five_sortie_craft_target
quick,Быстрая,devourers_brawler_frigate_r06,Лом,6,devourers,Пожиратели,frigate,brawler,brawler_frigate,combat,Бой,54.00,54.00,0.00,0.00,18.00,0.00,0.00,0.00,47.76,1.0567,0.92,adaptive_ship_rank,quick_adaptive,35000.00,0.00,848.30,1.0000,quick_adaptive,1.00,0.00,no,0.9496,32308.87,32308.87,8077.22,24231.65,2.00,24231.65,24231.65,14215.90,56540.52,36509.02,56540.52,14215.90,28431.81,6461.77,1615.44,969.27,1938.53,0.00,36509.02,1080,1080,2160,2160,14,14,28,28,196127.00,1181400.00,509930.20,12,5.37,32.36,13.97,3.47,20.89,9.02,0.45,2.70,1.16,84104.03,"лимит задается плотностью целей/контрактом, не трюмом",56540.52,10.41,1.49,1.49,2.30,2.14
quick,Быстрая,devourers_brawler_frigate_r07,Рубака,7,devourers,Пожиратели,frigate,brawler,brawler_frigate,combat,Бой,60.00,60.00,0.00,0.00,22.00,0.00,0.00,0.00,50.90,1.0893,0.92,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1458.70,1.0000,quick_adaptive,1.00,0.00,no,0.9791,68684.68,68684.68,17171.17,51513.51,2.00,51513.51,51513.51,30221.26,120198.18,77613.68,120198.18,30221.26,60442.52,13736.94,3434.23,2060.54,4121.08,0.00,77613.68,2160,2160,4320,4320,15,15,30,30,505075.00,3156000.00,1616240.00,12,6.51,40.66,20.82,4.20,26.26,13.45,0.54,3.39,1.74,183302.23,"лимит задается плотностью целей/контрактом, не трюмом",120198.18,10.67,1.52,1.52,2.36,1.81
quick,Быстрая,devourers_brawler_frigate_r08,Кромсач,8,devourers,Пожиратели,frigate,brawler,brawler_frigate,combat,Бой,66.00,66.00,0.00,0.00,25.00,0.00,0.00,0.00,52.47,1.1170,0.92,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2529.50,1.0000,quick_adaptive,1.00,0.00,no,0.9457,136051.88,136051.88,34012.97,102038.91,2.00,102038.91,102038.91,59862.83,238090.78,153738.62,238090.78,59862.83,119725.65,27210.38,6802.59,4081.56,8163.11,0.00,153738.62,4320,4320,8640,8640,17,17,34,34,1328086.00,11360824.00,5046726.80,15,8.64,73.90,32.83,5.58,47.72,21.20,0.58,4.93,2.19,372016.85,"лимит задается плотностью целей/контрактом, не трюмом",238090.78,10.94,1.56,1.56,2.42,1.40
quick,Быстрая,devourers_brawler_frigate_r09,Бугай,9,devourers,Пожиратели,frigate,brawler,brawler_frigate,combat,Бой,76.00,76.00,0.00,0.00,28.00,0.00,0.00,0.00,52.62,1.1547,0.92,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4278.96,1.0000,quick_adaptive,1.00,0.00,no,1.0115,305175.95,305175.95,76293.99,228881.97,2.00,228881.97,228881.97,134277.42,534057.92,344848.83,534057.92,134277.42,268554.84,61035.19,15258.80,9155.28,18310.56,0.00,344848.83,8640,8640,17280,17280,18,18,36,36,3198106.00,27502656.00,14071666.40,15,9.27,79.75,40.81,5.99,51.50,26.35,0.62,5.32,2.72,867844.12,"лимит задается плотностью целей/контрактом, не трюмом",534057.92,11.37,1.62,1.62,2.52,1.36
quick,Быстрая,devourers_brawler_frigate_r10,Бойня,10,devourers,Пожиратели,frigate,brawler,brawler_frigate,combat,Бой,80.00,80.00,0.00,0.00,30.00,0.00,0.00,0.00,54.25,1.1758,0.92,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7374.24,1.0000,quick_adaptive,1.00,0.00,no,0.9885,620177.21,620177.21,155044.30,465132.91,2.00,465132.91,465132.91,272877.97,1085310.12,700800.25,1085310.12,272877.97,545755.95,124035.44,31008.86,18605.32,37210.63,0.00,700800.25,17280,17280,34560,34560,20,20,40,40,13729057.00,72272404.00,68645285.00,15,19.59,103.13,97.95,12.65,66.59,63.25,1.31,6.88,6.53,1790761.70,"лимит задается плотностью целей/контрактом, не трюмом",1085310.12,11.55,1.65,1.65,2.56,0.65
quick,Быстрая,devourers_harpoon_cruiser_r02,Якорь,2,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,courier,Курьерка,39.62,28.00,0.00,0.00,38.00,0.00,0.00,0.00,39.62,0.9704,1.00,adaptive_ship_rank,quick_adaptive,2200.00,0.00,96.96,1.0000,quick_adaptive,1.00,0.00,no,1.0450,2230.85,2230.85,334.63,1896.22,2.00,1896.22,1896.22,713.87,4127.08,1762.37,4127.08,713.87,1427.75,267.70,66.93,936.96,1873.92,0.00,1762.37,10,10,20,20,9,9,18,18,7100.00,14200.00,9230.00,10,4.03,8.06,5.24,1.72,3.44,2.24,0.40,0.81,0.52,5768.11,"лимит задается плотностью целей/контрактом, не трюмом",4127.08,17.24,1.40,1.40,3.27,4.06
quick,Быстрая,devourers_harpoon_cruiser_r03,Тянуч,3,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,45.00,34.00,0.00,0.00,45.00,0.00,0.00,0.00,42.78,1.0033,1.00,adaptive_ship_rank,quick_adaptive,4400.00,0.00,166.19,1.0000,quick_adaptive,1.00,0.00,no,1.0057,4439.89,4439.89,3107.93,1331.97,2.00,1331.97,1331.97,799.18,5771.86,4706.29,5771.86,799.18,1598.36,2752.73,355.19,88.80,177.60,0.00,4706.29,60,60,120,120,10,10,20,20,17550.00,35100.00,26325.00,10,3.73,7.46,5.59,3.04,6.08,4.56,0.37,0.75,0.56,51030000.00,armored_whale / 300 т,3107.93,16419.31,16419.31,8841.17,10842.94,14538.46
quick,Быстрая,devourers_harpoon_cruiser_r04,Связка,4,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,60.00,38.00,0.00,0.00,60.00,6.00,0.00,0.00,44.60,1.0669,1.00,adaptive_ship_rank,quick_adaptive,8700.00,0.00,285.36,1.0000,quick_adaptive,1.00,0.00,no,0.9651,8958.19,8958.19,6270.74,2687.46,2.00,2687.46,2687.46,1612.47,11645.65,9495.68,11645.65,1612.47,3224.95,5554.08,716.66,179.16,358.33,0.00,9495.68,120,120,240,240,12,12,24,24,42826.00,164024.00,77086.80,10,4.51,17.27,8.12,3.68,14.08,6.62,0.45,1.73,0.81,51030000.00,armored_whale / 300 т,6270.74,8137.80,8137.80,4381.89,5374.02,5957.83
quick,Быстрая,devourers_harpoon_cruiser_r05,Захлест,5,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,68.00,44.00,0.00,0.00,68.00,10.00,0.00,0.00,47.56,1.1073,1.00,adaptive_ship_rank,quick_adaptive,17400.00,0.00,496.60,1.0000,quick_adaptive,1.00,0.00,no,0.9820,18921.36,18921.36,13244.95,5676.41,2.00,5676.41,5676.41,3405.84,24597.76,20056.64,24597.76,3405.84,6811.69,11731.24,1513.71,378.43,756.85,0.00,20056.64,240,240,480,480,14,14,28,28,107960.00,422320.00,237512.00,12,5.38,21.06,11.84,4.39,17.17,9.66,0.45,1.75,0.99,51030000.00,armored_whale / 300 т,13244.95,3852.79,3852.79,2074.58,2544.29,2363.38
quick,Быстрая,devourers_harpoon_cruiser_r06,Привязь,6,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,76.00,54.00,0.00,0.00,76.00,16.00,0.00,0.00,50.37,1.1522,1.00,adaptive_ship_rank,quick_adaptive,35000.00,0.00,853.91,1.0000,quick_adaptive,1.00,0.00,no,0.9773,39410.28,39410.28,27587.19,11823.08,2.00,11823.08,11823.08,7093.85,51233.36,41774.89,51233.36,7093.85,14187.70,24434.37,3152.82,788.21,1576.41,0.00,41774.89,480,480,960,960,16,16,32,32,282927.00,1743896.00,735610.20,12,6.77,41.75,17.61,5.52,34.04,14.36,0.56,3.48,1.47,51030000.00,armored_whale / 300 т,27587.19,1849.77,1849.77,996.03,1221.55,901.82
quick,Быстрая,devourers_harpoon_cruiser_r07,Траллер,7,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,82.00,60.00,0.00,0.00,82.00,20.00,0.00,0.00,52.04,1.1870,1.00,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1467.40,1.0000,quick_adaptive,1.00,0.00,no,1.0261,85258.41,85258.41,59680.89,25577.52,2.00,25577.52,25577.52,15346.51,110835.94,90373.92,110835.94,15346.51,30693.03,52860.22,6820.67,1705.17,3410.34,0.00,90373.92,960,960,1920,1920,18,18,36,36,723589.00,4515392.00,2315484.80,12,8.01,49.96,25.62,6.53,40.74,20.89,0.67,4.16,2.14,51030000.00,armored_whale / 300 т,59680.89,855.05,855.05,460.41,564.65,352.62
quick,Быстрая,devourers_harpoon_cruiser_r08,Бургарпун,8,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,88.00,58.00,0.00,0.00,88.00,22.00,0.00,0.00,53.71,1.2106,1.00,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2536.50,1.0000,quick_adaptive,1.00,0.00,no,0.9908,167919.14,167919.14,117543.40,50375.74,2.00,50375.74,50375.74,30225.45,218294.89,177994.29,218294.89,30225.45,60450.89,104109.87,13433.53,3358.38,6716.77,0.00,177994.29,1920,1920,3840,3840,20,20,40,40,1764879.00,15191848.00,6706540.20,15,9.92,85.35,37.68,8.08,69.59,30.72,0.66,5.69,2.51,51030000.00,armored_whale / 300 т,117543.40,434.14,434.14,233.77,286.69,144.57
quick,Быстрая,devourers_harpoon_cruiser_r09,Капкан,9,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,92.00,62.00,0.00,0.00,92.00,26.00,0.00,0.00,55.71,1.2358,1.00,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4292.40,1.0000,quick_adaptive,1.00,0.00,no,0.9738,341798.83,341798.83,239259.18,102539.65,2.00,102539.65,102539.65,61523.79,444338.48,362306.76,444338.48,61523.79,123047.58,211915.28,27343.91,6835.98,13671.95,0.00,362306.76,3840,3840,7680,7680,22,22,44,44,4481998.00,39320104.00,19720791.20,15,12.37,108.53,54.43,10.09,88.49,44.38,0.82,7.24,3.63,51030000.00,armored_whale / 300 т,239259.18,213.28,213.28,114.84,140.85,56.93
quick,Быстрая,devourers_harpoon_cruiser_r10,Удержник,10,devourers,Пожиратели,cruiser,harpoon,harpoon_cruiser,hunting,Левиафаны,96.00,66.00,0.00,0.00,96.00,28.00,0.00,0.00,57.46,1.2598,1.00,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7398.72,1.0000,quick_adaptive,1.00,0.00,no,0.9485,693022.05,693022.05,485115.44,207906.62,2.00,207906.62,207906.62,124743.97,900928.67,734603.38,900928.67,124743.97,249487.94,429673.67,55441.76,13860.44,27720.88,0.00,734603.38,7680,7680,15360,15360,24,24,48,48,16294424.00,94942856.00,81472120.00,15,22.18,129.24,110.91,18.09,105.38,90.43,1.48,8.62,7.39,51030000.00,armored_whale / 300 т,485115.44,105.19,105.19,56.64,69.47,15.66
quick,Быстрая,devourers_harpoon_frigate_r02,Крючок,2,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,courier,Курьерка,42.50,14.00,0.00,0.00,24.00,0.00,0.00,0.00,42.50,0.9702,0.92,adaptive_ship_rank,quick_adaptive,2200.00,0.00,96.00,1.0000,quick_adaptive,1.00,0.00,no,0.9707,1906.22,1906.22,285.93,1620.29,2.00,1620.29,1620.29,609.99,3526.51,1505.91,3526.51,609.99,1219.98,228.75,57.19,800.61,1601.23,0.00,1505.91,10,10,20,20,9,9,18,18,4830.00,9660.00,6279.00,10,3.21,6.41,4.17,1.37,2.74,1.78,0.32,0.64,0.42,4992.21,"лимит задается плотностью целей/контрактом, не трюмом",3526.51,17.46,1.42,1.42,3.32,5.17
quick,Быстрая,devourers_harpoon_frigate_r03,Зубец,3,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,courier,Курьерка,46.15,22.00,0.00,0.00,34.00,0.00,0.00,0.00,46.15,1.0040,0.92,adaptive_ship_rank,quick_adaptive,4400.00,0.00,164.76,1.0000,quick_adaptive,1.00,0.00,no,0.9747,3961.06,3961.06,594.16,3366.90,2.00,3366.90,3366.90,1267.54,7327.97,3129.24,7327.97,1267.54,2535.08,475.33,118.83,1663.65,3327.29,0.00,3129.24,20,20,40,40,11,11,22,22,12650.00,25300.00,18975.00,10,4.04,8.09,6.06,1.73,3.45,2.59,0.40,0.81,0.61,10540.82,"лимит задается плотностью целей/контрактом, не трюмом",7327.97,17.74,1.44,1.44,3.37,4.17
quick,Быстрая,devourers_harpoon_frigate_r04,Канат,4,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,courier,Курьерка,46.51,28.00,0.00,0.00,44.00,0.00,0.00,0.00,46.51,1.0207,0.92,adaptive_ship_rank,quick_adaptive,8700.00,0.00,282.46,1.0000,quick_adaptive,1.00,0.00,no,1.0299,8414.20,8414.20,1262.13,7152.07,2.00,7152.07,7152.07,2692.54,15566.28,6647.22,15566.28,2692.54,5385.09,1009.70,252.43,3533.97,7067.93,0.00,6647.22,40,40,80,80,13,13,26,26,34166.00,133304.00,61498.80,10,5.14,20.05,9.25,2.19,8.56,3.95,0.51,2.01,0.93,22426.14,"лимит задается плотностью целей/контрактом, не трюмом",15566.28,17.77,1.44,1.44,3.37,3.28
quick,Быстрая,devourers_harpoon_frigate_r05,Улов,5,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,hunting,Левиафаны,54.00,35.00,0.00,0.00,54.00,0.00,0.00,0.00,49.49,1.0613,0.92,adaptive_ship_rank,quick_adaptive,17400.00,0.00,491.60,1.0000,quick_adaptive,1.00,0.00,no,0.9660,16413.00,16413.00,11489.10,4923.90,2.00,4923.90,4923.90,2954.34,21336.90,17397.78,21336.90,2954.34,5908.68,10176.06,1313.04,328.26,656.52,0.00,17397.78,240,240,480,480,14,14,28,28,78893.00,308852.00,173564.60,12,4.53,17.75,9.98,3.70,14.48,8.13,0.38,1.48,0.83,7393500.00,sail_ray / 45 т,11489.10,643.52,643.52,346.51,424.97,468.58
quick,Быстрая,devourers_harpoon_frigate_r06,Гарпун,6,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,hunting,Левиафаны,62.00,38.00,0.00,0.00,62.00,0.00,0.00,0.00,51.39,1.0980,0.92,adaptive_ship_rank,quick_adaptive,35000.00,0.00,840.14,1.0000,quick_adaptive,1.00,0.00,no,0.9518,33651.29,33651.29,23555.91,10095.39,2.00,10095.39,10095.39,6057.23,43746.68,35670.37,43746.68,6057.23,12114.47,20863.80,2692.10,673.03,1346.05,0.00,35670.37,480,480,960,960,16,16,32,32,207002.00,1247256.00,538205.20,12,5.80,34.97,15.09,4.73,28.51,12.30,0.48,2.91,1.26,7393500.00,sail_ray / 45 т,23555.91,313.87,313.87,169.01,207.27,178.59
quick,Быстрая,devourers_harpoon_frigate_r07,Рывкач,7,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,hunting,Левиафаны,66.00,44.00,0.00,0.00,66.00,0.00,0.00,0.00,53.97,1.1209,0.92,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1444.78,1.0000,quick_adaptive,1.00,0.00,no,0.9919,71598.21,71598.21,50118.75,21479.46,2.00,21479.46,21479.46,12887.68,93077.68,75894.11,93077.68,12887.68,25775.36,44390.89,5727.86,1431.96,2863.93,0.00,75894.11,960,960,1920,1920,18,18,36,36,525819.00,3184232.00,1682620.80,12,6.93,41.96,22.17,5.65,34.21,18.08,0.58,3.50,1.85,7393500.00,sail_ray / 45 т,50118.75,147.52,147.52,79.43,97.42,70.30
quick,Быстрая,devourers_harpoon_frigate_r08,Ловчий,8,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,hunting,Левиафаны,72.00,50.00,0.00,0.00,72.00,0.00,0.00,0.00,54.62,1.1464,0.92,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2504.00,1.0000,quick_adaptive,1.00,0.00,no,0.9570,141308.65,141308.65,98916.06,42392.60,2.00,42392.60,42392.60,25435.56,183701.25,149787.17,183701.25,25435.56,50871.11,87611.36,11304.69,2826.17,5652.35,0.00,149787.17,1920,1920,3840,3840,20,20,40,40,1354879.00,11598128.00,5148540.20,15,9.05,77.43,34.37,7.38,63.14,28.03,0.60,5.16,2.29,7393500.00,sail_ray / 45 т,98916.06,74.75,74.75,40.25,49.36,27.28
quick,Быстрая,devourers_harpoon_frigate_r09,Хват,9,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,hunting,Левиафаны,78.00,52.00,0.00,0.00,78.00,0.00,0.00,0.00,56.51,1.1754,0.92,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4226.04,1.0000,quick_adaptive,1.00,0.00,no,1.0288,315949.04,315949.04,221164.33,94784.71,2.00,94784.71,94784.71,56870.83,410733.75,334905.98,410733.75,56870.83,113741.65,195888.41,25275.92,6318.98,12637.96,0.00,334905.98,3840,3840,7680,7680,22,22,44,44,3425632.00,29764088.00,15072780.80,15,10.23,88.87,45.01,8.34,72.47,36.70,0.68,5.92,3.00,7393500.00,sail_ray / 45 т,221164.33,33.43,33.43,18.00,22.08,10.79
quick,Быстрая,devourers_harpoon_frigate_r10,Крюк,10,devourers,Пожиратели,frigate,harpoon,harpoon_frigate,hunting,Левиафаны,82.00,55.00,0.00,0.00,82.00,0.00,0.00,0.00,57.04,1.1932,0.92,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7273.44,1.0000,quick_adaptive,1.00,0.00,no,1.0598,674763.65,674763.65,472334.55,202429.09,2.00,202429.09,202429.09,121457.46,877192.74,715249.47,877192.74,121457.46,242914.91,418353.46,53981.09,13495.27,26990.55,0.00,715249.47,7680,7680,15360,15360,24,24,48,48,14503042.00,79812072.00,72515210.00,15,20.28,111.59,101.38,16.53,90.99,82.67,1.35,7.44,6.76,7393500.00,sail_ray / 45 т,472334.55,15.65,15.65,8.43,10.34,2.55
quick,Быстрая,devourers_leviathan_hunter_battleship_r02,Рогач,2,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,48.00,48.00,0.00,0.00,38.00,0.00,0.00,0.00,30.67,0.9919,1.12,adaptive_ship_rank,quick_adaptive,2200.00,0.00,98.14,1.0000,quick_adaptive,1.00,0.00,no,1.0154,2481.57,2481.57,620.39,1861.17,2.00,1861.17,1861.17,1091.89,4342.74,2804.17,4342.74,1091.89,2183.78,496.31,124.08,74.45,148.89,0.00,2804.17,68,68,136,136,7,7,14,14,10200.00,20400.00,13260.00,10,3.64,7.27,4.73,2.35,4.70,3.05,0.36,0.73,0.47,6296.97,"лимит задается плотностью целей/контрактом, не трюмом",4342.74,10.15,1.45,1.45,2.25,3.09
quick,Быстрая,devourers_leviathan_hunter_battleship_r03,Костолом,3,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,58.00,58.00,0.00,0.00,52.00,0.00,0.00,0.00,33.33,1.0544,1.12,adaptive_ship_rank,quick_adaptive,4400.00,0.00,168.74,1.0000,quick_adaptive,1.00,0.00,no,1.0368,5387.23,5387.23,1346.81,4040.42,2.00,4040.42,4040.42,2370.38,9427.65,6087.57,9427.65,2370.38,4740.76,1077.45,269.36,161.62,323.23,0.00,6087.57,135,135,270,270,9,9,18,18,26920.00,53840.00,40380.00,10,4.42,8.84,6.63,2.86,5.71,4.28,0.44,0.88,0.66,14259.32,"лимит задается плотностью целей/контрактом, не трюмом",9427.65,10.59,1.51,1.51,2.34,2.65
quick,Быстрая,devourers_leviathan_hunter_battleship_r04,Хищник,4,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,66.00,66.00,0.00,0.00,62.00,0.00,0.00,0.00,36.29,1.1047,1.12,adaptive_ship_rank,quick_adaptive,8700.00,0.00,290.87,1.0000,quick_adaptive,1.00,0.00,no,1.0485,11285.88,11285.88,2821.47,8464.41,2.00,8464.41,8464.41,4965.79,19750.29,12753.04,19750.29,4965.79,9931.57,2257.18,564.29,338.58,677.15,0.00,12753.04,270,270,540,540,10,10,20,20,68613.00,263772.00,123503.40,10,5.38,20.68,9.68,3.47,13.36,6.25,0.54,2.07,0.97,30859.83,"лимит задается плотностью целей/контрактом, не трюмом",19750.29,10.94,1.56,1.56,2.42,2.25
quick,Быстрая,devourers_leviathan_hunter_battleship_r05,Загонщик,5,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,76.00,76.00,0.00,0.00,72.00,0.00,0.00,0.00,39.64,1.1625,1.12,adaptive_ship_rank,quick_adaptive,17400.00,0.00,507.60,1.0000,quick_adaptive,1.00,0.00,no,1.0362,23474.55,23474.55,5868.64,17605.91,2.00,17605.91,17605.91,10328.80,41080.46,26526.24,41080.46,10328.80,20657.60,4694.91,1173.73,704.24,1408.47,0.00,26526.24,540,540,1080,1080,12,12,24,24,168122.00,652368.00,369868.40,12,6.34,24.59,13.94,4.09,15.88,9.00,0.53,2.05,1.16,66755.74,"лимит задается плотностью целей/контрактом, не трюмом",41080.46,11.38,1.62,1.62,2.52,1.99
quick,Быстрая,devourers_leviathan_hunter_battleship_r06,Китовод,6,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,88.00,88.00,0.00,0.00,80.00,0.00,0.00,0.00,41.61,1.2225,1.12,adaptive_ship_rank,quick_adaptive,35000.00,0.00,870.74,1.0000,quick_adaptive,1.00,0.00,no,0.9908,47479.19,47479.19,11869.80,35609.39,2.00,35609.39,35609.39,20890.84,83088.58,53651.48,83088.58,20890.84,41781.69,9495.84,2373.96,1424.38,2848.75,0.00,53651.48,1080,1080,2160,2160,14,14,28,28,409401.00,2651880.00,1064442.60,12,7.63,49.43,19.84,4.93,31.92,12.81,0.64,4.12,1.65,141250.59,"лимит задается плотностью целей/контрактом, не трюмом",83088.58,11.90,1.70,1.70,2.63,1.73
quick,Быстрая,devourers_leviathan_hunter_battleship_r07,Буревик,7,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,92.00,92.00,0.00,0.00,88.00,0.00,0.00,0.00,44.35,1.2538,1.12,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1495.53,1.0000,quick_adaptive,1.00,0.00,no,0.9776,96097.59,96097.59,24024.40,72073.19,2.00,72073.19,72073.19,42282.94,168170.78,108590.28,168170.78,42282.94,84565.88,19219.52,4804.88,2882.93,5765.86,0.00,108590.28,2160,2160,4320,4320,15,15,30,30,1024494.00,6656976.00,3278380.80,12,9.43,61.30,30.19,6.09,39.58,19.49,0.79,5.11,2.52,290094.60,"лимит задается плотностью целей/контрактом, не трюмом",168170.78,12.07,1.72,1.72,2.67,1.42
quick,Быстрая,devourers_leviathan_hunter_battleship_r08,Ловец,8,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,95.00,95.00,0.00,0.00,82.00,0.00,0.00,0.00,46.35,1.2604,1.12,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2590.00,1.0000,quick_adaptive,1.00,0.00,no,0.9906,195774.19,195774.19,48943.55,146830.65,2.00,146830.65,146830.65,86140.65,342604.84,221224.84,342604.84,86140.65,172281.29,39154.84,9788.71,5873.23,11746.45,0.00,221224.84,4320,4320,8640,8640,17,17,34,34,2581362.00,22666840.00,9809175.60,15,11.67,102.46,44.34,7.53,66.16,28.63,0.78,6.83,2.96,597417.19,"лимит задается плотностью целей/контрактом, не трюмом",342604.84,12.21,1.74,1.74,2.70,1.16
quick,Быстрая,devourers_leviathan_hunter_battleship_r09,Исполин,9,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,98.00,98.00,0.00,0.00,84.00,0.00,0.00,0.00,48.17,1.2777,1.12,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4366.32,1.0000,quick_adaptive,1.00,0.00,no,0.9548,388070.45,388070.45,97017.61,291052.84,2.00,291052.84,291052.84,170751.00,679123.29,438519.61,679123.29,170751.00,341502.00,77614.09,19403.52,11642.11,23284.23,0.00,438519.61,8640,8640,17280,17280,18,18,36,36,6305353.00,55874680.00,27743553.20,15,14.38,127.42,63.27,9.28,82.27,40.85,0.96,8.49,4.22,1196954.80,"лимит задается плотностью целей/контрактом, не трюмом",679123.29,12.34,1.76,1.76,2.73,0.95
quick,Быстрая,devourers_leviathan_hunter_battleship_r10,Левиафан,10,devourers,Пожиратели,battleship,leviathan_hunter,leviathan_hunter_battleship,combat,Бой,100.00,100.00,0.00,0.00,88.00,0.00,0.00,0.00,49.69,1.2932,1.12,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7503.84,1.0000,quick_adaptive,1.00,0.00,no,1.0326,867483.26,867483.26,216870.82,650612.45,2.00,650612.45,650612.45,381692.64,1518095.71,980256.09,1518095.71,381692.64,763385.27,173496.65,43374.16,26024.50,52049.00,0.00,980256.09,17280,17280,34560,34560,20,20,40,40,22822034.00,151170688.00,114110170.00,15,23.28,154.22,116.41,15.03,99.58,75.17,1.55,10.28,7.76,2694619.89,"лимит задается плотностью целей/контрактом, не трюмом",1518095.71,12.42,1.77,1.77,2.75,0.59
quick,Быстрая,devourers_leviathan_processor_battleship_r02,Тушник,2,devourers,Пожиратели,battleship,leviathan_processor,leviathan_processor_battleship,hunting,Левиафаны,45.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,32.57,0.9715,1.12,adaptive_ship_rank,quick_adaptive,2200.00,0.00,94.72,1.0000,quick_adaptive,1.00,0.00,no,0.9847,2357.05,2357.05,1649.94,707.12,2.00,707.12,707.12,424.27,3064.17,2498.48,3064.17,424.27,848.54,1461.37,188.56,47.14,94.28,0.00,2498.48,30,30,60,60,8,8,16,16,9960.00,19920.00,12948.00,10,3.99,7.97,5.18,3.25,6.50,4.23,0.40,0.80,0.52,110340000.00,storm_bull / 600 т,1649.94,66875.25,66875.25,36009.75,44162.90,55391.57
