sample_id,layer,source_id,item_id,amount,unit,value_fe,cargo_tons
S054,intangible,hunting_action,reputation_fe,41989.052,fe,41989.05,0.0000
S055,material,automaton_field,automaton_pressure_gauge,132.000,pcs,85800.00,4.2900
S055,material,automaton_field,automaton_servo_core,114.000,pcs,182400.00,7.6950
S055,material,automaton_field,automaton_brass_valve,371.000,pcs,140980.00,7.0490
S055,material,automaton_field,automaton_optic_lens,206.000,pcs,185400.00,9.2700
S055,material,automaton_field,automaton_optic_lens,130.000,pcs,117000.00,5.8500
S055,intangible,salvage_action,freight_fe,203048.230,fe,203048.23,0.0000
S055,intangible,salvage_action,reputation_fe,22560.919,fe,22560.92,0.0000
S056,material,precursor_logbook,relic_medium,1.000,pcs,194953.12,0.3200
S056,material,stone_codex,relic_medium,1.000,pcs,161395.04,0.2200
S056,material,archive_suitcase,relic_medium,1.000,pcs,155086.38,0.1800
S056,material,archive_suitcase,relic_medium,1.000,pcs,173899.39,0.1800
S056,material,brass_catalog,relic_medium,1.000,pcs,167061.84,0.3000
S056,material,captain_protocol,relic_expensive,1.000,pcs,213626.70,0.7000
S056,intangible,relic_action,freight_fe,138144.739,fe,138144.74,0.0000
S056,intangible,relic_action,reputation_fe,61397.666,fe,61397.67,0.0000
S057,material,courier_contract,mechanisms,163.787,crate,98271.92,0.8189
S057,material,courier_contract,munition_bundle,70.915,crate,63823.45,0.3546
S057,material,courier_contract,weapon,30.078,crate,36093.70,0.1504
S057,material,courier_contract,perfcards,14.412,crate,31707.09,0.0144
S057,intangible,courier_action,freight_fe,446819.808,fe,446819.81,0.0000
S057,intangible,courier_action,reputation_fe,586450.996,fe,586451.00,0.0000
S058,material,repair_contract,mechanisms,573.658,crate,344194.69,2.8683
S058,material,repair_contract,munition_bundle,112.957,crate,101661.55,0.5648
S058,material,repair_contract,perfcards,36.085,crate,79387.41,0.0361
S058,material,repair_contract,nobel,31.081,crate,46622.22,0.0311
S058,intangible,repair_action,freight_fe,405568.587,fe,405568.59,0.0000
S058,intangible,repair_action,reputation_fe,1036453.050,fe,1036453.05,0.0000
S059,material,automaton_field,automaton_contact_comb,156.000,pcs,37440.00,1.8720
S059,material,automaton_field,automaton_command_cylinder,27.000,pcs,35100.00,1.6875
S059,material,automaton_field,automaton_brass_valve,149.000,pcs,56620.00,2.8310
S059,material,automaton_field,automaton_logic_drum,52.000,pcs,57200.00,2.8600
S059,material,automaton_field,automaton_calibration_gear,143.000,pcs,100100.00,5.0050
S059,material,automaton_field,automaton_pressure_gauge,101.000,pcs,65650.00,3.2825
S059,material,automaton_field,automaton_logic_drum,18.000,pcs,19800.00,0.9900
S059,intangible,combat_action,freight_fe,937358.326,fe,937358.33,0.0000
S059,intangible,combat_action,reputation_fe,63910.790,fe,63910.79,0.0000
S060,material,needle_chalk,magnesium,1467.995,kg,58719.82,1.4680
S060,material,needle_chalk,quartz,2935.991,kg,88079.73,2.9360
S060,material,needle_chalk,calcite,440.399,kg,17615.95,0.4404
S060,material,needle_chalk,gems,14.680,kg,26423.92,0.0147
S060,material,coal_slag,iron,570.960,kg,11419.21,0.5710
S060,material,coal_slag,quartz,570.960,kg,17128.81,0.5710
S060,material,coal_slag,charcoal,23980.331,kg,239803.31,23.9803
S060,material,light_tuff,magnesium,3052.590,kg,122103.59,3.0526
S060,material,light_tuff,quartz,1221.036,kg,36631.08,1.2210
S060,material,light_tuff,calcite,610.518,kg,24420.72,0.6105
S060,material,light_tuff,gems,15.263,kg,27473.31,0.0153
S060,material,rustwort,iron,4270.945,kg,85418.90,4.2709
S060,material,rustwort,quartz,949.099,kg,28472.97,0.9491
S060,material,rustwort,calcite,711.824,kg,28472.97,0.7118
S060,intangible,mining_action,freight_fe,132074.072,fe,132074.07,0.0000
S060,intangible,mining_action,reputation_fe,18867.721,fe,18867.72,0.0000
S061,material,ion_fog,ionide,1594.181,kg,382603.34,1.5942
S061,material,dry_mist,aerosil,19004.889,kg,380097.78,19.0049
S061,material,crystal_mist,ionide,827.565,kg,198615.69,0.8276
S061,material,crystal_mist,nulgas,354.671,kg,212802.52,0.3547
S061,intangible,gas_action,freight_fe,180022.788,fe,180022.79,0.0000
S061,intangible,gas_action,reputation_fe,27695.814,fe,27695.81,0.0000
S062,material,fat_whale_calf,leviathan_meat,2531.929,kg,37978.94,2.5319
S062,material,fat_whale_calf,leviathan_fat,2057.193,kg,164575.41,2.0572
S062,material,fat_whale_calf,leviathan_hide,791.228,kg,474736.77,0.7912
S062,material,fat_whale_calf,leviathan_sinew,395.614,kg,110771.91,0.3956
S062,material,fat_whale_calf,leviathan_ichor,158.246,kg,71210.51,0.1582
S062,material,fat_whale_calf,amber,79.123,kg,197806.99,0.0791
S062,material,shellback,leviathan_meat,269.697,kg,4045.46,0.2697
S062,material,shellback,leviathan_fat,107.879,kg,8630.31,0.1079
S062,material,shellback,leviathan_hide,161.818,kg,97091.00,0.1618
S062,material,shellback,leviathan_sinew,80.909,kg,22654.57,0.0809
S062,material,shellback,bone_grit,53.939,kg,1618.18,0.0539
S062,material,shellback,leviathan_ichor,26.970,kg,12136.38,0.0270
S062,material,shellback,amber,2.697,kg,6742.43,0.0027
S062,intangible,hunting_action,freight_fe,285503.221,fe,285503.22,0.0000
S062,intangible,hunting_action,reputation_fe,31722.579,fe,31722.58,0.0000
S063,material,automaton_field,automaton_command_cylinder,70.000,pcs,91000.00,4.3750
S063,material,automaton_field,automaton_optic_lens,137.000,pcs,123300.00,6.1650
S063,material,automaton_field,automaton_servo_core,86.000,pcs,137600.00,5.8050
S063,material,automaton_field,automaton_brass_valve,256.000,pcs,97280.00,4.8640
S063,material,automaton_field,automaton_gyroscope,38.000,pcs,36100.00,1.8050
S063,intangible,salvage_action,freight_fe,112976.130,fe,112976.13,0.0000
S063,intangible,salvage_action,reputation_fe,12552.900,fe,12552.90,0.0000
S064,material,archive_suitcase,relic_medium,1.000,pcs,172439.88,0.1800
S064,material,ore_case,relic_cheap,1.000,pcs,64346.56,0.0800
S064,material,chronograph_cabinet,relic_valuable,1.000,pcs,543282.43,0.6500
S064,material,machine_library,relic_expensive,1.000,pcs,760565.64,2.5000
S064,intangible,relic_action,freight_fe,205471.406,fe,205471.41,0.0000
S064,intangible,relic_action,reputation_fe,91320.625,fe,91320.63,0.0000
S065,material,courier_contract,mechanisms,108.902,crate,65341.01,0.5445
S065,material,courier_contract,munition_bundle,40.078,crate,36069.88,0.2004
S065,material,courier_contract,weapon,16.942,crate,20330.79,0.0847
S065,material,courier_contract,perfcards,9.373,crate,20620.88,0.0094
S065,intangible,courier_action,freight_fe,276694.814,fe,276694.81,0.0000
S065,intangible,courier_action,reputation_fe,363161.935,fe,363161.94,0.0000
S066,material,repair_contract,mechanisms,443.191,crate,265914.57,2.2160
S066,material,repair_contract,munition_bundle,97.596,crate,87836.61,0.4880
S066,material,repair_contract,perfcards,33.190,crate,73016.98,0.0332
S066,material,repair_contract,nobel,36.955,crate,55432.13,0.0370
S066,intangible,repair_action,freight_fe,378018.240,fe,378018.24,0.0000
S066,intangible,repair_action,reputation_fe,966046.620,fe,966046.62,0.0000
S067,material,automaton_field,automaton_command_cylinder,53.000,pcs,68900.00,3.3125
S067,material,automaton_field,automaton_relay,229.000,pcs,45800.00,2.2900
S067,material,automaton_field,automaton_logic_drum,55.000,pcs,60500.00,3.0250
S067,material,automaton_field,automaton_coil,112.000,pcs,31360.00,1.5680
S067,material,automaton_field,automaton_coil,236.000,pcs,66080.00,3.3040
S067,intangible,combat_action,freight_fe,782175.638,fe,782175.64,0.0000
S067,intangible,combat_action,reputation_fe,53330.153,fe,53330.15,0.0000
S068,material,medyanka,copper,10495.457,kg,314863.72,10.4955
S068,material,medyanka,magnesium,874.621,kg,34984.86,0.8746
S068,material,medyanka,quartz,2186.554,kg,65596.61,2.1866
S068,material,medyanka,gems,43.731,kg,78715.93,0.0437
S068,material,murky_monazite,quartz,2603.310,kg,78099.30,2.6033
S068,material,murky_monazite,calcite,325.414,kg,13016.55,0.3254
S068,material,murky_monazite,claudium,976.241,kg,117148.95,0.9762
S068,material,murky_monazite,monazite,244.060,kg,109827.14,0.2441
S068,material,murky_monazite,gems,162.707,kg,292872.38,0.1627
S068,material,coal_slag,iron,1447.071,kg,28941.43,1.4471
S068,material,coal_slag,quartz,1447.071,kg,43412.14,1.4471
S068,material,coal_slag,charcoal,60776.993,kg,607769.93,60.7770
S068,material,dense_rustwort,iron,7804.419,kg,156088.38,7.8044
S068,material,dense_rustwort,charcoal,520.295,kg,5202.95,0.5203
S068,material,dense_rustwort,calcite,1040.589,kg,41623.57,1.0406
S068,intangible,mining_action,freight_fe,349386.414,fe,349386.41,0.0000
S068,intangible,mining_action,reputation_fe,49912.342,fe,49912.34,0.0000
S069,material,courier_contract,mechanisms,2.595,crate,1557.09,0.0130
S069,material,courier_contract,munition_bundle,0.926,crate,833.16,0.0046
S069,material,courier_contract,weapon,0.471,crate,564.60,0.0024
S069,material,courier_contract,perfcards,0.242,crate,533.33,0.0002
S069,intangible,courier_action,freight_fe,7827.832,fe,7827.83,0.0000
S069,intangible,courier_action,reputation_fe,10274.030,fe,10274.03,0.0000
S070,material,sail_ray,leviathan_meat,1643.351,kg,24650.26,1.6434
S070,material,sail_ray,leviathan_fat,766.897,kg,61351.76,0.7669
S070,material,sail_ray,leviathan_hide,986.010,kg,591606.22,0.9860
S070,material,sail_ray,leviathan_sinew,383.448,kg,107365.57,0.3834
S070,material,sail_ray,leviathan_ichor,164.335,kg,73950.78,0.1643
S070,material,sail_ray,amber,16.434,kg,41083.77,0.0164
S070,material,armored_whale,leviathan_meat,186.204,kg,2793.06,0.1862
S070,material,armored_whale,leviathan_fat,118.493,kg,9479.46,0.1185
S070,material,armored_whale,leviathan_hide,118.493,kg,71095.96,0.1185
S070,material,armored_whale,leviathan_sinew,67.710,kg,18958.92,0.0677
S070,material,armored_whale,bone_grit,33.855,kg,1015.66,0.0339
S070,material,armored_whale,leviathan_ichor,33.855,kg,15234.85,0.0339
S070,material,armored_whale,amber,10.157,kg,25391.41,0.0102
S070,intangible,hunting_action,freight_fe,236427.263,fe,236427.26,0.0000
S070,intangible,hunting_action,reputation_fe,26269.701,fe,26269.70,0.0000
S071,material,automaton_field,automaton_calibration_gear,589.000,pcs,412300.00,20.6150
S071,material,automaton_field,automaton_command_cylinder,298.000,pcs,387400.00,18.6250
S071,material,automaton_field,automaton_gyroscope,528.000,pcs,501600.00,25.0800
S071,material,automaton_field,automaton_pressure_gauge,102.000,pcs,66300.00,3.3150
S071,intangible,salvage_action,freight_fe,311411.738,fe,311411.74,0.0000
S071,intangible,salvage_action,reputation_fe,34601.302,fe,34601.30,0.0000
S072,material,brass_catalog,relic_medium,1.000,pcs,200313.20,0.3000
S072,material,library_slab,relic_valuable,1.000,pcs,499919.57,0.9000
S072,material,library_slab,relic_valuable,1.000,pcs,401134.31,0.9000
S072,intangible,relic_action,freight_fe,135787.217,fe,135787.22,0.0000
S072,intangible,relic_action,reputation_fe,60349.871,fe,60349.87,0.0000
S073,material,courier_contract,mechanisms,73.089,crate,43853.36,0.3654
S073,material,courier_contract,munition_bundle,24.569,crate,22112.36,0.1228
S073,material,courier_contract,weapon,12.902,crate,15482.00,0.0645
S073,material,courier_contract,perfcards,6.830,crate,15024.96,0.0068
S073,intangible,courier_action,freight_fe,246441.067,fe,246441.07,0.0000
S073,intangible,courier_action,reputation_fe,323453.900,fe,323453.90,0.0000
S074,material,repair_contract,mechanisms,263.920,crate,158351.91,1.3196
S074,material,repair_contract,munition_bundle,59.474,crate,53526.71,0.2974
S074,material,repair_contract,perfcards,20.466,crate,45024.66,0.0205
S074,material,repair_contract,nobel,21.581,crate,32371.54,0.0216
S074,intangible,repair_action,freight_fe,266227.114,fe,266227.11,0.0000
S074,intangible,repair_action,reputation_fe,680358.177,fe,680358.18,0.0000
S075,material,automaton_field,automaton_calibration_gear,89.000,pcs,62300.00,3.1150
S075,material,automaton_field,automaton_mainspring,134.000,pcs,73700.00,3.6850
S075,material,automaton_field,automaton_pressure_gauge,135.000,pcs,87750.00,4.3875
S075,material,automaton_field,automaton_coil,347.000,pcs,97160.00,4.8580
S075,intangible,combat_action,freight_fe,789840.660,fe,789840.66,0.0000
S075,intangible,combat_action,reputation_fe,53852.774,fe,53852.77,0.0000
S076,material,automaton_field,automaton_pressure_gauge,22.000,pcs,14300.00,0.7150
S076,material,automaton_field,automaton_coil,81.000,pcs,22680.00,1.1340
S076,material,automaton_field,automaton_servo_joint,31.000,pcs,24800.00,1.2400
S076,material,automaton_field,automaton_core,4.000,pcs,9600.00,0.1100
S076,material,automaton_field,automaton_logic_drum,11.000,pcs,12100.00,0.6050
S076,material,automaton_field,automaton_contact_comb,47.000,pcs,11280.00,0.5640
S076,intangible,combat_action,freight_fe,243990.873,fe,243990.87,0.0000
S076,intangible,combat_action,reputation_fe,16635.738,fe,16635.74,0.0000
S077,material,bluevein,copper,3689.476,kg,110684.27,3.6895
S077,material,bluevein,quartz,3228.291,kg,96848.73,3.2283
S077,material,bluevein,claudium,461.184,kg,55342.13,0.4612
S077,material,bluevein,gems,46.118,kg,83013.20,0.0461
S077,material,light_tuff,magnesium,3185.175,kg,127407.02,3.1852
S077,material,light_tuff,quartz,1274.070,kg,38222.10,1.2741
S077,material,light_tuff,calcite,637.035,kg,25481.40,0.6370
S077,material,light_tuff,gems,15.926,kg,28666.58,0.0159
S077,material,needle_chalk,magnesium,982.263,kg,39290.52,0.9823
S077,material,needle_chalk,quartz,1964.526,kg,58935.79,1.9645
S077,material,needle_chalk,calcite,294.679,kg,11787.16,0.2947
S077,material,needle_chalk,gems,9.823,kg,17680.74,0.0098
S077,intangible,mining_action,freight_fe,132231.073,fe,132231.07,0.0000
S077,intangible,mining_action,reputation_fe,18890.156,fe,18890.16,0.0000
S078,material,azure_veil,ionide,1719.197,kg,412607.18,1.7192
S078,material,azure_veil,aerosil,736.799,kg,14735.97,0.7368
S078,material,green_bloom,aerosil,1521.123,kg,30422.45,1.5211
S078,material,green_bloom,ionide,1244.555,kg,298693.19,1.2446
S078,material,thermal_breath,fulgur,1497.940,kg,269629.24,1.4979
S078,material,thermal_breath,aerosil,374.485,kg,7489.70,0.3745
S078,intangible,gas_action,freight_fe,190118.451,fe,190118.45,0.0000
S078,intangible,gas_action,reputation_fe,29248.992,fe,29248.99,0.0000
S079,material,acid_spitter,leviathan_meat,1898.245,kg,28473.67,1.8982
S079,material,acid_spitter,leviathan_fat,690.271,kg,55221.67,0.6903
S079,material,acid_spitter,leviathan_hide,690.271,kg,414162.52,0.6903
S079,material,acid_spitter,acid,1207.974,kg,217435.32,1.2080
S079,material,acid_spitter,leviathan_ichor,431.419,kg,194138.68,0.4314
S079,material,acid_spitter,amber,34.514,kg,86283.86,0.0345
S079,intangible,hunting_action,freight_fe,229054.677,fe,229054.68,0.0000
S079,intangible,hunting_action,reputation_fe,25450.518,fe,25450.52,0.0000
S080,material,automaton_field,automaton_pressure_gauge,403.000,pcs,261950.00,13.0975
S080,material,automaton_field,automaton_core,143.000,pcs,343200.00,3.9325
S080,material,automaton_field,automaton_optic_lens,273.000,pcs,245700.00,12.2850
S080,material,automaton_field,automaton_core,192.000,pcs,460800.00,5.2800
S080,material,automaton_field,automaton_core,108.000,pcs,259200.00,2.9700
S080,material,automaton_field,automaton_mainspring,875.000,pcs,481250.00,24.0625
S080,material,automaton_field,automaton_optic_lens,363.000,pcs,326700.00,16.3350
S080,intangible,salvage_action,freight_fe,576437.202,fe,576437.20,0.0000
S080,intangible,salvage_action,reputation_fe,64048.572,fe,64048.57,0.0000
S081,material,chronograph_cabinet,relic_valuable,1.000,pcs,467353.80,0.6500
S081,material,counting_plank,relic_medium,1.000,pcs,189673.47,0.0900
S081,material,library_slab,relic_valuable,1.000,pcs,552715.74,0.9000
S081,intangible,relic_action,freight_fe,155157.881,fe,155157.88,0.0000
S081,intangible,relic_action,reputation_fe,68959.062,fe,68959.06,0.0000
S082,material,courier_contract,mechanisms,194.448,crate,116668.59,0.9722
S082,material,courier_contract,munition_bundle,82.792,crate,74513.19,0.4140
S082,material,courier_contract,weapon,31.050,crate,37259.43,0.1552
S082,material,courier_contract,perfcards,19.793,crate,43543.72,0.0198
S082,intangible,courier_action,freight_fe,721117.245,fe,721117.24,0.0000
S082,intangible,courier_action,reputation_fe,946466.376,fe,946466.38,0.0000
S083,material,repair_contract,mechanisms,652.749,crate,391649.11,3.2637
S083,material,repair_contract,munition_bundle,123.794,crate,111414.44,0.6190
S083,material,repair_contract,perfcards,36.101,crate,79421.63,0.0361
S083,material,repair_contract,nobel,44.087,crate,66129.94,0.0441
S083,intangible,repair_action,freight_fe,440047.210,fe,440047.21,0.0000
S083,intangible,repair_action,reputation_fe,1124565.093,fe,1124565.09,0.0000
S084,material,automaton_field,automaton_coil,624.000,pcs,174720.00,8.7360
S084,material,automaton_field,automaton_coil,508.000,pcs,142240.00,7.1120
S084,material,automaton_field,automaton_mainspring,204.000,pcs,112200.00,5.6100
S084,intangible,combat_action,freight_fe,1142898.710,fe,1142898.71,0.0000
S084,intangible,combat_action,reputation_fe,77924.907,fe,77924.91,0.0000
S085,material,salty_chalk,quartz,89.795,kg,2693.86,0.0898
S085,material,salty_chalk,calcite,808.159,kg,32326.35,0.8082
S085,material,salty_chalk,sylvine,628.568,kg,31428.39,0.6286
S085,material,salty_chalk,gems,4.490,kg,8081.59,0.0045
S085,material,light_tuff,magnesium,1245.899,kg,49835.95,1.2459
S085,material,light_tuff,quartz,498.360,kg,14950.79,0.4984
S085,material,light_tuff,calcite,249.180,kg,9967.19,0.2492
S085,material,light_tuff,gems,6.229,kg,11213.09,0.0062
S085,material,copper_dust,iron,150.409,kg,3008.18,0.1504
S085,material,copper_dust,copper,1804.909,kg,54147.26,1.8049
S085,material,copper_dust,quartz,1203.273,kg,36098.18,1.2033
S085,material,needle_chalk,magnesium,520.935,kg,20837.40,0.5209
S085,material,needle_chalk,quartz,1041.870,kg,31256.09,1.0419
S085,material,needle_chalk,calcite,156.280,kg,6251.22,0.1563
S085,material,needle_chalk,gems,5.209,kg,9376.83,0.0052
S085,material,bluevein,copper,847.818,kg,25434.55,0.8478
S085,material,bluevein,quartz,741.841,kg,22255.23,0.7418
S085,material,bluevein,claudium,105.977,kg,12717.27,0.1060
S085,material,bluevein,gems,10.598,kg,19075.91,0.0106
S085,intangible,mining_action,freight_fe,73059.899,fe,73059.90,0.0000
S085,intangible,mining_action,reputation_fe,10437.126,fe,10437.13,0.0000
S086,material,ion_fog,ionide,1501.798,kg,360431.48,1.5018
S086,material,green_bloom,aerosil,1395.705,kg,27914.11,1.3957
S086,material,green_bloom,ionide,1141.941,kg,274065.76,1.1419
S086,intangible,gas_action,freight_fe,111201.994,fe,111201.99,0.0000
S086,intangible,gas_action,reputation_fe,17107.997,fe,17108.00,0.0000
S087,material,acid_spitter,leviathan_meat,2774.767,kg,41621.51,2.7748
S087,material,acid_spitter,leviathan_fat,1009.006,kg,80720.51,1.0090
S087,material,acid_spitter,leviathan_hide,1009.006,kg,605403.81,1.0090
S087,material,acid_spitter,acid,1765.761,kg,317837.00,1.7658
S087,material,acid_spitter,leviathan_ichor,630.629,kg,283783.04,0.6306
S087,material,acid_spitter,amber,50.450,kg,126125.79,0.0505
S087,material,armored_whale,leviathan_meat,131.642,kg,1974.64,0.1316
S087,material,armored_whale,leviathan_fat,83.772,kg,6701.80,0.0838
S087,material,armored_whale,leviathan_hide,83.772,kg,50263.48,0.0838
S087,material,armored_whale,leviathan_sinew,47.870,kg,13403.60,0.0479
S087,material,armored_whale,bone_grit,23.935,kg,718.05,0.0239
S087,material,armored_whale,leviathan_ichor,23.935,kg,10770.75,0.0239
S087,material,armored_whale,amber,7.180,kg,17951.24,0.0072
S087,intangible,hunting_action,freight_fe,379345.063,fe,379345.06,0.0000
S087,intangible,hunting_action,reputation_fe,42149.453,fe,42149.45,0.0000
S088,material,automaton_field,automaton_calibration_gear,228.000,pcs,159600.00,7.9800
S088,material,automaton_field,automaton_pressure_gauge,264.000,pcs,171600.00,8.5800
S088,material,automaton_field,automaton_coil,606.000,pcs,169680.00,8.4840
S088,material,automaton_field,automaton_core,108.000,pcs,259200.00,2.9700
S088,material,automaton_field,automaton_core,61.000,pcs,146400.00,1.6775
S088,material,automaton_field,automaton_relay,1591.000,pcs,318200.00,15.9100
S088,material,automaton_field,automaton_optic_lens,309.000,pcs,278100.00,13.9050
S088,intangible,salvage_action,freight_fe,410751.287,fe,410751.29,0.0000
S088,intangible,salvage_action,reputation_fe,45639.035,fe,45639.04,0.0000
S089,material,library_slab,relic_valuable,1.000,pcs,572576.51,0.9000
S089,material,cipher_cassette,relic_medium,1.000,pcs,167137.66,0.1600
S089,material,captain_protocol,relic_expensive,1.000,pcs,830000.09,0.7000
S089,material,captain_protocol,relic_expensive,1.000,pcs,126177.47,0.7000
S089,intangible,relic_action,freight_fe,218675.939,fe,218675.94,0.0000
S089,intangible,relic_action,reputation_fe,97189.305,fe,97189.31,0.0000
S090,material,courier_contract,mechanisms,117.771,crate,70662.39,0.5889
S090,material,courier_contract,munition_bundle,38.737,crate,34863.00,0.1937
S090,material,courier_contract,weapon,18.781,crate,22537.64,0.0939
S090,material,courier_contract,perfcards,10.399,crate,22878.66,0.0104
S090,intangible,courier_action,freight_fe,302618.662,fe,302618.66,0.0000
S090,intangible,courier_action,reputation_fe,397186.994,fe,397186.99,0.0000
S091,material,repair_contract,mechanisms,366.344,crate,219806.35,1.8317
S091,material,repair_contract,munition_bundle,104.901,crate,94410.58,0.5245
S091,material,repair_contract,perfcards,33.985,crate,74767.34,0.0340
S091,material,repair_contract,nobel,29.328,crate,43992.55,0.0293
S091,intangible,repair_action,freight_fe,360916.470,fe,360916.47,0.0000
S091,intangible,repair_action,reputation_fe,922342.090,fe,922342.09,0.0000
S092,material,automaton_field,automaton_pressure_gauge,97.000,pcs,63050.00,3.1525
S092,material,automaton_field,automaton_pressure_gauge,80.000,pcs,52000.00,2.6000
S092,material,automaton_field,automaton_gyroscope,120.000,pcs,114000.00,5.7000
S092,material,automaton_field,automaton_mainspring,104.000,pcs,57200.00,2.8600
S092,intangible,combat_action,freight_fe,790731.289,fe,790731.29,0.0000
S092,intangible,combat_action,reputation_fe,53913.495,fe,53913.49,0.0000
S093,material,salty_chalk,quartz,788.870,kg,23666.09,0.7889
S093,material,salty_chalk,calcite,7099.828,kg,283993.14,7.0998
S093,material,salty_chalk,sylvine,5522.089,kg,276104.44,5.5221
S093,material,salty_chalk,gems,39.443,kg,70998.28,0.0394
S093,material,royal_vein,copper,1274.702,kg,38241.05,1.2747
S093,material,royal_vein,quartz,203.952,kg,6118.57,0.2040
S093,material,royal_vein,claudium,101.976,kg,12237.13,0.1020
S093,material,royal_vein,monazite,101.976,kg,45889.26,0.1020
S093,material,royal_vein,gems,254.940,kg,458892.56,0.2549
S093,material,green_vein,copper,4334.217,kg,130026.52,4.3342
S093,material,green_vein,magnesium,2786.283,kg,111451.31,2.7863
S093,material,green_vein,quartz,619.174,kg,18575.22,0.6192
S093,material,green_vein,sylvine,1238.348,kg,61917.39,1.2383
S093,material,green_vein,gems,92.876,kg,167176.96,0.0929
S093,material,copper_dust,iron,709.561,kg,14191.21,0.7096
S093,material,copper_dust,copper,8514.727,kg,255441.80,8.5147
S093,material,copper_dust,quartz,5676.484,kg,170294.53,5.6765
S093,intangible,mining_action,freight_fe,406818.618,fe,406818.62,0.0000
S093,intangible,mining_action,reputation_fe,58116.943,fe,58116.94,0.0000
S094,material,automaton_field,automaton_contact_comb,69.000,pcs,16560.00,0.8280
S094,material,automaton_field,automaton_pressure_gauge,17.000,pcs,11050.00,0.5525
S094,material,automaton_field,automaton_coil,61.000,pcs,17080.00,0.8540
S094,material,automaton_field,automaton_relay,69.000,pcs,13800.00,0.6900
S094,material,automaton_field,automaton_contact_comb,31.000,pcs,7440.00,0.3720
S094,material,automaton_field,automaton_gyroscope,13.000,pcs,12350.00,0.6175
S094,intangible,combat_action,freight_fe,215832.287,fe,215832.29,0.0000
S094,intangible,combat_action,reputation_fe,14715.842,fe,14715.84,0.0000
S095,material,fat_whale_calf,leviathan_meat,1375.872,kg,20638.08,1.3759
S095,material,fat_whale_calf,leviathan_fat,1117.896,kg,89431.66,1.1179
S095,material,fat_whale_calf,leviathan_hide,429.960,kg,257975.95,0.4300
S095,material,fat_whale_calf,leviathan_sinew,214.980,kg,60194.39,0.2150
S095,material,fat_whale_calf,leviathan_ichor,85.992,kg,38696.39,0.0860
S095,material,fat_whale_calf,amber,42.996,kg,107489.98,0.0430
S095,material,storm_bull,leviathan_meat,110.423,kg,1656.34,0.1104
S095,material,storm_bull,leviathan_fat,76.447,kg,6115.73,0.0764
S095,material,storm_bull,leviathan_hide,50.964,kg,30578.63,0.0510
S095,material,storm_bull,leviathan_sinew,50.964,kg,14270.03,0.0510
S095,material,storm_bull,leviathan_ichor,21.235,kg,9555.82,0.0212
S095,material,storm_bull,amber,6.371,kg,15926.37,0.0064
S095,intangible,hunting_action,freight_fe,167943.052,fe,167943.05,0.0000
S095,intangible,hunting_action,reputation_fe,18660.341,fe,18660.34,0.0000
S096,material,automaton_field,automaton_servo_joint,4.000,pcs,3200.00,0.1600
S096,material,automaton_field,automaton_relay,18.000,pcs,3600.00,0.1800
S096,material,automaton_field,automaton_pressure_gauge,6.000,pcs,3900.00,0.1950
S096,material,automaton_field,automaton_pressure_gauge,5.000,pcs,3250.00,0.1625
S096,material,automaton_field,automaton_relay,19.000,pcs,3800.00,0.1900
S096,material,automaton_field,automaton_calibration_gear,5.000,pcs,3500.00,0.1750
S096,material,automaton_field,automaton_calibration_gear,4.000,pcs,2800.00,0.1400
S096,material,automaton_field,automaton_contact_comb,27.000,pcs,6480.00,0.3240
S096,material,automaton_field,automaton_servo_joint,1.000,pcs,800.00,0.0400
S096,intangible,salvage_action,freight_fe,7954.492,fe,7954.49,0.0000
S096,intangible,salvage_action,reputation_fe,883.827,fe,883.83,0.0000
S097,material,library_slab,relic_valuable,1.000,pcs,597041.91,0.9000
S097,material,counting_plank,relic_medium,1.000,pcs,201397.25,0.0900
S097,material,captain_protocol,relic_expensive,1.000,pcs,554287.50,0.7000
S097,intangible,relic_action,freight_fe,198623.438,fe,198623.44,0.0000
S097,intangible,relic_action,reputation_fe,88277.083,fe,88277.08,0.0000
S098,material,courier_contract,mechanisms,152.053,crate,91232.02,0.7603
S098,material,courier_contract,munition_bundle,45.635,crate,41071.43,0.2282
S098,material,courier_contract,weapon,23.596,crate,28314.88,0.1180
S098,material,courier_contract,perfcards,13.086,crate,28788.99,0.0131
S098,intangible,courier_action,freight_fe,372844.654,fe,372844.65,0.0000
S098,intangible,courier_action,reputation_fe,489358.599,fe,489358.60,0.0000
S099,material,repair_contract,mechanisms,461.979,crate,277187.34,2.3099
S099,material,repair_contract,munition_bundle,149.812,crate,134831.06,0.7491
S099,material,repair_contract,perfcards,34.234,crate,75315.46,0.0342
S099,material,repair_contract,nobel,45.074,crate,67610.59,0.0451
S099,intangible,repair_action,freight_fe,505019.251,fe,505019.25,0.0000
S099,intangible,repair_action,reputation_fe,1290604.768,fe,1290604.77,0.0000
S100,material,automaton_field,automaton_brass_valve,230.000,pcs,87400.00,4.3700
S100,material,automaton_field,automaton_mainspring,108.000,pcs,59400.00,2.9700
S100,material,automaton_field,automaton_coil,122.000,pcs,34160.00,1.7080
S100,material,automaton_field,automaton_core,28.000,pcs,67200.00,0.7700
S100,material,automaton_field,automaton_contact_comb,362.000,pcs,86880.00,4.3440
S100,material,automaton_field,automaton_core,31.000,pcs,74400.00,0.8525
S100,intangible,combat_action,freight_fe,975039.162,fe,975039.16,0.0000
