recipe_id,ship_id,local_name_ru,rank,faction_id,ship_class_id,role_id,branch_id,producer_building_id,scenario_id,scenario_ru,economy_level,time_level,building_level,final_assembly_min,item_work_min,total_work_min,staged_parallel_min,total_work_hours,staged_parallel_hours,metallurgy_min,chemical_reactor_min,construction_min,mechanical_min,instrumentation_min,assembly_min
craft_wind_houses_light_research_frigate_r05,wind_houses_light_research_frigate_r05,Искра,5,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,2900.00,2956.25,1936.25,49.27,32.27,1880.00,1020.00,0.00,0.00,0.00,0.00
craft_wind_houses_light_research_frigate_r05,wind_houses_light_research_frigate_r05,Искра,5,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,401.38,416.38,273.74,6.94,4.56,258.74,142.64,0.00,0.00,0.00,0.00
craft_wind_houses_light_research_frigate_r06,wind_houses_light_research_frigate_r06,Нить,6,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,15402.50,15552.50,10992.50,259.21,183.21,3802.50,3030.00,7040.00,680.00,850.00,0.00
craft_wind_houses_light_research_frigate_r06,wind_houses_light_research_frigate_r06,Нить,6,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,1619.57,1659.57,1245.60,27.66,20.76,266.83,209.97,938.77,90.67,113.33,0.00
craft_wind_houses_light_research_frigate_r07,wind_houses_light_research_frigate_r07,Сфера,7,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,35940.00,36277.50,25705.00,604.62,428.42,8797.50,6997.50,16570.00,1445.00,2130.00,0.00
craft_wind_houses_light_research_frigate_r07,wind_houses_light_research_frigate_r07,Сфера,7,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,3757.22,3847.22,2891.96,64.12,48.20,592.39,478.60,2209.57,192.67,283.99,0.00
craft_wind_houses_light_research_frigate_r08,wind_houses_light_research_frigate_r08,Купол,8,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,95337.50,96012.50,56837.50,1600.21,947.29,22697.50,18230.00,29040.00,10315.00,10630.00,4425.00
craft_wind_houses_light_research_frigate_r08,wind_houses_light_research_frigate_r08,Купол,8,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,6570.53,6750.53,4258.64,112.51,70.98,967.06,837.23,2521.58,789.36,865.30,590.00
craft_wind_houses_light_research_frigate_r09,wind_houses_light_research_frigate_r09,Призма,9,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,221775.00,223012.50,133242.50,3716.88,2220.71,55680.00,40620.00,65450.00,25940.00,23210.00,10875.00
craft_wind_houses_light_research_frigate_r09,wind_houses_light_research_frigate_r09,Призма,9,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,14976.66,15306.66,9658.89,255.11,160.98,2295.59,1834.45,5583.30,1938.70,1874.62,1450.00
craft_wind_houses_light_research_frigate_r10,wind_houses_light_research_frigate_r10,Зефир,10,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,532835.00,535085.00,331020.00,8918.08,5517.00,140025.00,97025.00,165420.00,55840.00,51200.00,23325.00
craft_wind_houses_light_research_frigate_r10,wind_houses_light_research_frigate_r10,Зефир,10,wind_houses,frigate,light_research,light_research_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,38605.61,39205.61,25968.21,653.43,432.80,6907.99,4635.46,15350.21,4299.39,4302.55,3110.01
craft_wind_houses_combat_cruiser_r02,wind_houses_combat_cruiser_r02,Налет,2,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r02,wind_houses_combat_cruiser_r02,Налет,2,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r03,wind_houses_combat_cruiser_r03,Буревей,3,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r03,wind_houses_combat_cruiser_r03,Буревей,3,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r04,wind_houses_combat_cruiser_r04,Раскат,4,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1700.00,1722.50,1310.00,28.71,21.83,1287.50,412.50,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r04,wind_houses_combat_cruiser_r04,Раскат,4,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,239.37,245.37,186.06,4.09,3.10,180.06,59.31,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r05,wind_houses_combat_cruiser_r05,Шквальный,5,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,3767.50,3823.75,2933.75,63.73,48.90,2877.50,890.00,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r05,wind_houses_combat_cruiser_r05,Шквальный,5,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,524.10,539.10,411.81,8.99,6.86,396.81,127.29,0.00,0.00,0.00,0.00
craft_wind_houses_combat_cruiser_r06,wind_houses_combat_cruiser_r06,Гроза,6,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,26305.00,26455.00,21442.50,440.92,357.38,8232.50,3842.50,13060.00,840.00,330.00,0.00
craft_wind_houses_combat_cruiser_r06,wind_houses_combat_cruiser_r06,Гроза,6,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2768.55,2808.55,2384.57,46.81,39.74,603.16,267.96,1741.41,112.01,44.01,0.00
craft_wind_houses_combat_cruiser_r07,wind_houses_combat_cruiser_r07,Ракетник,7,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,61480.00,61817.50,50022.50,1030.29,833.71,18985.00,9020.00,30700.00,2005.00,770.00,0.00
craft_wind_houses_combat_cruiser_r07,wind_houses_combat_cruiser_r07,Ракетник,7,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,6413.91,6503.91,5530.61,108.40,92.18,1347.11,603.25,4093.50,267.36,102.69,0.00
craft_wind_houses_combat_cruiser_r08,wind_houses_combat_cruiser_r08,Смерч,8,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,148412.50,149087.50,105990.00,2484.79,1766.50,43405.00,22097.50,55110.00,13690.00,7310.00,6800.00
craft_wind_houses_combat_cruiser_r08,wind_houses_combat_cruiser_r08,Смерч,8,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,10749.76,10929.76,8366.46,182.16,139.44,2042.65,1006.54,5237.13,1018.07,538.69,906.68
craft_wind_houses_combat_cruiser_r09,wind_houses_combat_cruiser_r09,Ураган,9,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,394515.00,395752.50,276530.00,6595.88,4608.83,118817.50,57532.50,136600.00,38500.00,23190.00,19875.00
craft_wind_houses_combat_cruiser_r09,wind_houses_combat_cruiser_r09,Ураган,9,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,27559.53,27889.53,20931.49,464.83,348.86,5734.54,2470.51,12216.91,2816.82,1670.71,2650.04
craft_wind_houses_combat_cruiser_r10,wind_houses_combat_cruiser_r10,Циклон,10,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,917892.50,920142.50,667870.00,15335.71,11131.17,285720.00,128092.50,340650.00,79320.00,44860.00,39250.00
craft_wind_houses_combat_cruiser_r10,wind_houses_combat_cruiser_r10,Циклон,10,wind_houses,cruiser,combat,combat_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,69143.18,69743.18,54641.39,1162.39,910.69,15314.57,5845.29,33493.41,5943.04,3313.46,5233.41
craft_wind_houses_torpedo_recon_cruiser_r02,wind_houses_torpedo_recon_cruiser_r02,Клин,2,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r02,wind_houses_torpedo_recon_cruiser_r02,Клин,2,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r03,wind_houses_torpedo_recon_cruiser_r03,Плавник,3,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r03,wind_houses_torpedo_recon_cruiser_r03,Плавник,3,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r04,wind_houses_torpedo_recon_cruiser_r04,Маркер,4,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1705.00,1727.50,1182.50,28.79,19.71,1160.00,545.00,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r04,wind_houses_torpedo_recon_cruiser_r04,Маркер,4,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,248.06,254.06,172.73,4.23,2.88,166.73,81.33,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r05,wind_houses_torpedo_recon_cruiser_r05,Курсор,5,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,3725.00,3781.25,2621.25,63.02,43.69,2565.00,1160.00,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r05,wind_houses_torpedo_recon_cruiser_r05,Курсор,5,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,504.14,519.14,361.81,8.65,6.03,346.81,157.33,0.00,0.00,0.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r06,wind_houses_torpedo_recon_cruiser_r06,Нырок,6,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,21900.00,22050.00,16030.00,367.50,267.17,5580.00,4000.00,10300.00,840.00,1180.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r06,wind_houses_torpedo_recon_cruiser_r06,Нырок,6,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2301.04,2341.04,1795.73,39.02,29.93,382.28,275.97,1373.45,112.01,157.33,0.00
craft_wind_houses_torpedo_recon_cruiser_r07,wind_houses_torpedo_recon_cruiser_r07,Пеленгатор,7,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,53207.50,53545.00,38997.50,892.42,649.96,13470.00,9747.50,25190.00,2010.00,2790.00,0.00
craft_wind_houses_torpedo_recon_cruiser_r07,wind_houses_torpedo_recon_cruiser_r07,Пеленгатор,7,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,5569.55,5659.55,4355.62,94.33,72.59,906.68,663.92,3358.94,268.02,371.99,0.00
craft_wind_houses_torpedo_recon_cruiser_r08,wind_houses_torpedo_recon_cruiser_r08,Фантом,8,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,140020.00,140695.00,88170.00,2344.92,1469.50,34100.00,26005.00,46620.00,14370.00,12150.00,6775.00
craft_wind_houses_torpedo_recon_cruiser_r08,wind_houses_torpedo_recon_cruiser_r08,Фантом,8,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,9795.08,9975.08,6749.14,166.25,112.49,1468.19,1207.92,4197.61,1022.05,995.97,903.34
craft_wind_houses_torpedo_recon_cruiser_r09,wind_houses_torpedo_recon_cruiser_r09,Наводчик,9,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,339592.50,340830.00,214120.00,5680.50,3568.67,84172.50,61620.00,111460.00,34100.00,30990.00,17250.00
craft_wind_houses_torpedo_recon_cruiser_r09,wind_houses_torpedo_recon_cruiser_r09,Наводчик,9,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,22994.52,23324.52,15821.25,388.74,263.69,3502.67,2724.51,9688.56,2406.82,2371.94,2300.02
craft_wind_houses_torpedo_recon_cruiser_r10,wind_houses_torpedo_recon_cruiser_r10,Комета,10,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,827522.50,829772.50,528350.00,13829.54,8805.83,219910.00,146012.50,267390.00,80590.00,74820.00,38800.00
craft_wind_houses_torpedo_recon_cruiser_r10,wind_houses_torpedo_recon_cruiser_r10,Комета,10,wind_houses,cruiser,torpedo_recon,torpedo_recon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,59459.73,60059.73,41140.52,1001.00,685.68,10872.13,6796.95,24495.00,5989.03,6133.23,5173.39
craft_wind_houses_industrial_cruiser_r02,wind_houses_industrial_cruiser_r02,Сачок,2,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r02,wind_houses_industrial_cruiser_r02,Сачок,2,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r03,wind_houses_industrial_cruiser_r03,Трал,3,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r03,wind_houses_industrial_cruiser_r03,Трал,3,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r04,wind_houses_industrial_cruiser_r04,Сбор,4,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1437.50,1460.00,1145.00,24.33,19.08,1122.50,315.00,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r04,wind_houses_industrial_cruiser_r04,Сбор,4,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,209.36,215.36,168.72,3.59,2.81,162.72,46.64,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r05,wind_houses_industrial_cruiser_r05,Поток,5,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,3855.00,3911.25,2993.75,65.19,49.90,2937.50,917.50,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r05,wind_houses_industrial_cruiser_r05,Поток,5,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,523.40,538.40,409.81,8.97,6.83,394.81,128.59,0.00,0.00,0.00,0.00
craft_wind_houses_industrial_cruiser_r06,wind_houses_industrial_cruiser_r06,Сифон,6,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,25525.00,25675.00,19802.50,427.92,330.04,6762.50,4397.50,12890.00,955.00,520.00,0.00
craft_wind_houses_industrial_cruiser_r06,wind_houses_industrial_cruiser_r06,Сифон,6,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2672.44,2712.44,2215.79,45.21,36.93,457.04,299.97,1718.75,127.35,69.33,0.00
craft_wind_houses_industrial_cruiser_r07,wind_houses_industrial_cruiser_r07,Захват,7,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,65205.00,65542.50,50547.50,1092.38,842.46,17250.00,11275.00,32960.00,2470.00,1250.00,0.00
craft_wind_houses_industrial_cruiser_r07,wind_houses_industrial_cruiser_r07,Захват,7,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,6819.12,6909.12,5642.48,115.15,94.04,1157.62,770.60,4394.86,329.38,166.66,0.00
craft_wind_houses_industrial_cruiser_r08,wind_houses_industrial_cruiser_r08,Пылесбор,8,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,172655.00,173330.00,116365.00,2888.83,1939.42,42935.00,31310.00,65530.00,18075.00,7580.00,7225.00
craft_wind_houses_industrial_cruiser_r08,wind_houses_industrial_cruiser_r08,Пылесбор,8,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,12121.61,12301.61,9083.00,205.03,151.38,1908.72,1383.89,6030.95,1329.42,505.30,963.33
craft_wind_houses_industrial_cruiser_r09,wind_houses_industrial_cruiser_r09,Меркурий,9,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,424365.00,425602.50,279237.50,7093.38,4653.96,103855.00,77880.00,155220.00,45965.00,22520.00,18925.00
craft_wind_houses_industrial_cruiser_r09,wind_houses_industrial_cruiser_r09,Меркурий,9,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,29267.70,29597.70,21366.56,493.30,356.11,4523.19,3385.73,13990.04,3344.17,1501.24,2523.33
craft_wind_houses_industrial_cruiser_r10,wind_houses_industrial_cruiser_r10,Магистраль,10,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,1068040.00,1070290.00,728297.50,17838.17,12138.29,277957.50,191407.50,406940.00,103625.00,46960.00,41150.00
craft_wind_houses_industrial_cruiser_r10,wind_houses_industrial_cruiser_r10,Магистраль,10,wind_houses,cruiser,industrial,industrial_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,79012.13,79612.13,59964.50,1326.87,999.41,14452.80,8764.04,39425.04,7753.13,3130.46,5486.66
craft_wind_houses_light_interceptor_cruiser_r02,wind_houses_light_interceptor_cruiser_r02,Перехват,2,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r02,wind_houses_light_interceptor_cruiser_r02,Перехват,2,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r03,wind_houses_light_interceptor_cruiser_r03,Спица,3,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r03,wind_houses_light_interceptor_cruiser_r03,Спица,3,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r04,wind_houses_light_interceptor_cruiser_r04,Клинок,4,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1622.50,1645.00,1072.50,27.42,17.88,1050.00,572.50,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r04,wind_houses_light_interceptor_cruiser_r04,Клинок,4,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,231.37,237.37,152.72,3.96,2.55,146.72,84.65,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r05,wind_houses_light_interceptor_cruiser_r05,Игла,5,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,4320.00,4376.25,2881.25,72.94,48.02,2825.00,1495.00,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r05,wind_houses_light_interceptor_cruiser_r05,Игла,5,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,592.12,607.12,401.82,10.12,6.70,386.82,205.30,0.00,0.00,0.00,0.00
craft_wind_houses_light_interceptor_cruiser_r06,wind_houses_light_interceptor_cruiser_r06,Страж,6,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,21947.50,22097.50,16090.00,368.29,268.17,5540.00,4067.50,10400.00,760.00,1180.00,0.00
craft_wind_houses_light_interceptor_cruiser_r06,wind_houses_light_interceptor_cruiser_r06,Страж,6,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2309.70,2349.70,1804.40,39.16,30.07,377.61,286.63,1386.79,101.34,157.33,0.00
craft_wind_houses_light_interceptor_cruiser_r07,wind_houses_light_interceptor_cruiser_r07,Гепард,7,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,53302.50,53640.00,39210.00,894.00,653.50,13572.50,9830.00,25300.00,2030.00,2570.00,0.00
craft_wind_houses_light_interceptor_cruiser_r07,wind_houses_light_interceptor_cruiser_r07,Гепард,7,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,5566.20,5656.20,4380.28,94.27,73.00,916.66,662.58,3373.62,270.68,342.66,0.00
craft_wind_houses_light_interceptor_cruiser_r08,wind_houses_light_interceptor_cruiser_r08,Резец,8,wind_houses,cruiser,light_interceptor,light_interceptor_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,145730.00,146405.00,95802.50,2440.08,1596.71,38462.50,25472.50,50040.00,14660.00,10470.00,6625.00
